plant_id,timestamp,forecast_mw,lower_90,upper_90,model
PLANT_001,2025-04-26 04:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 05:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 06:00:00,0.496,0.422,0.571,ets
PLANT_001,2025-04-26 07:00:00,11.949,10.157,13.742,ets
PLANT_001,2025-04-26 08:00:00,23.375,19.869,26.881,ets
PLANT_001,2025-04-26 09:00:00,33.094,28.13,38.059,ets
PLANT_001,2025-04-26 10:00:00,41.653,35.405,47.901,ets
PLANT_001,2025-04-26 11:00:00,46.493,39.519,53.467,ets
PLANT_001,2025-04-26 12:00:00,47.522,40.394,54.651,ets
PLANT_001,2025-04-26 13:00:00,46.887,39.854,53.92,ets
PLANT_001,2025-04-26 14:00:00,41.783,35.515,48.05,ets
PLANT_001,2025-04-26 15:00:00,32.648,27.75,37.545,ets
PLANT_001,2025-04-26 16:00:00,23.765,20.2,27.329,ets
PLANT_001,2025-04-26 17:00:00,11.941,10.15,13.732,ets
PLANT_001,2025-04-26 18:00:00,0.58,0.493,0.667,ets
PLANT_001,2025-04-26 19:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 20:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 21:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 22:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-26 23:00:00,0.0,0.0,0.0,ets
PLANT_001,2025-04-27 00:00:00,0.0,0.0,0.0,ets
PLANT_002,2025-04-24 01:00:00,39.225,33.342,45.109,theta
PLANT_002,2025-04-24 02:00:00,38.134,32.414,43.854,theta
PLANT_002,2025-04-24 03:00:00,38.358,32.604,44.112,theta
PLANT_002,2025-04-24 04:00:00,38.056,32.348,43.765,theta
PLANT_002,2025-04-24 05:00:00,38.423,32.659,44.186,theta
PLANT_002,2025-04-24 06:00:00,38.898,33.064,44.733,theta
PLANT_002,2025-04-24 07:00:00,38.555,32.772,44.339,theta
PLANT_002,2025-04-24 08:00:00,37.559,31.925,43.193,theta
PLANT_002,2025-04-24 09:00:00,38.436,32.67,44.201,theta
PLANT_002,2025-04-24 10:00:00,39.252,33.364,45.139,theta
PLANT_002,2025-04-24 11:00:00,38.705,32.899,44.511,theta
PLANT_002,2025-04-24 12:00:00,38.741,32.93,44.552,theta
PLANT_002,2025-04-24 13:00:00,38.35,32.598,44.103,theta
PLANT_002,2025-04-24 14:00:00,37.596,31.957,43.236,theta
PLANT_002,2025-04-24 15:00:00,39.012,33.16,44.863,theta
PLANT_002,2025-04-24 16:00:00,38.627,32.833,44.421,theta
PLANT_002,2025-04-24 17:00:00,39.871,33.89,45.852,theta
PLANT_002,2025-04-24 18:00:00,37.797,32.127,43.466,theta
PLANT_002,2025-04-24 19:00:00,38.282,32.54,44.025,theta
PLANT_002,2025-04-24 20:00:00,38.466,32.696,44.236,theta
PLANT_002,2025-04-24 21:00:00,38.289,32.545,44.032,theta
PLANT_002,2025-04-24 22:00:00,38.724,32.915,44.533,theta
PLANT_002,2025-04-24 23:00:00,38.538,32.757,44.318,theta
PLANT_002,2025-04-25 00:00:00,39.156,33.283,45.03,theta
PLANT_002,2025-04-25 01:00:00,39.219,33.336,45.102,theta
PLANT_002,2025-04-25 02:00:00,38.128,32.409,43.847,theta
PLANT_002,2025-04-25 03:00:00,38.352,32.599,44.105,theta
PLANT_002,2025-04-25 04:00:00,38.05,32.343,43.758,theta
PLANT_002,2025-04-25 05:00:00,38.417,32.654,44.179,theta
PLANT_002,2025-04-25 06:00:00,38.892,33.059,44.726,theta
PLANT_002,2025-04-25 07:00:00,38.549,32.767,44.332,theta
PLANT_002,2025-04-25 08:00:00,37.553,31.92,43.186,theta
PLANT_002,2025-04-25 09:00:00,38.43,32.665,44.194,theta
PLANT_002,2025-04-25 10:00:00,39.246,33.359,45.132,theta
PLANT_002,2025-04-25 11:00:00,38.699,32.894,44.504,theta
PLANT_002,2025-04-25 12:00:00,38.735,32.925,44.545,theta
PLANT_002,2025-04-25 13:00:00,38.344,32.593,44.096,theta
PLANT_002,2025-04-25 14:00:00,37.59,31.952,43.229,theta
PLANT_002,2025-04-25 15:00:00,39.006,33.155,44.857,theta
PLANT_002,2025-04-25 16:00:00,38.621,32.828,44.414,theta
PLANT_002,2025-04-25 17:00:00,39.865,33.885,45.845,theta
PLANT_002,2025-04-25 18:00:00,37.791,32.122,43.46,theta
PLANT_002,2025-04-25 19:00:00,38.277,32.535,44.018,theta
PLANT_002,2025-04-25 20:00:00,38.46,32.691,44.229,theta
PLANT_002,2025-04-25 21:00:00,38.283,32.54,44.025,theta
PLANT_002,2025-04-25 22:00:00,38.718,32.91,44.526,theta
PLANT_002,2025-04-25 23:00:00,38.532,32.752,44.312,theta
PLANT_002,2025-04-26 00:00:00,39.15,33.278,45.023,theta
PLANT_002,2025-04-26 01:00:00,39.213,33.331,45.095,theta
PLANT_002,2025-04-26 02:00:00,38.122,32.404,43.84,theta
PLANT_002,2025-04-26 03:00:00,38.346,32.594,44.098,theta
PLANT_002,2025-04-26 04:00:00,38.045,32.338,43.751,theta
PLANT_002,2025-04-26 05:00:00,38.411,32.649,44.173,theta
PLANT_002,2025-04-26 06:00:00,38.886,33.053,44.719,theta
PLANT_002,2025-04-26 07:00:00,38.543,32.762,44.325,theta
PLANT_002,2025-04-26 08:00:00,37.547,31.915,43.18,theta
PLANT_002,2025-04-26 09:00:00,38.424,32.66,44.188,theta
PLANT_002,2025-04-26 10:00:00,39.24,33.354,45.126,theta
PLANT_002,2025-04-26 11:00:00,38.693,32.889,44.497,theta
PLANT_002,2025-04-26 12:00:00,38.729,32.92,44.538,theta
PLANT_002,2025-04-26 13:00:00,38.338,32.588,44.089,theta
PLANT_002,2025-04-26 14:00:00,37.585,31.947,43.222,theta
PLANT_002,2025-04-26 15:00:00,39.0,33.15,44.85,theta
PLANT_002,2025-04-26 16:00:00,38.615,32.823,44.408,theta
PLANT_002,2025-04-26 17:00:00,39.859,33.88,45.837,theta
PLANT_002,2025-04-26 18:00:00,37.785,32.117,43.453,theta
PLANT_002,2025-04-26 19:00:00,38.271,32.53,44.011,theta
PLANT_002,2025-04-26 20:00:00,38.454,32.686,44.223,theta
PLANT_002,2025-04-26 21:00:00,38.277,32.535,44.018,theta
PLANT_002,2025-04-26 22:00:00,38.712,32.905,44.519,theta
PLANT_002,2025-04-26 23:00:00,38.526,32.747,44.305,theta
PLANT_002,2025-04-27 00:00:00,39.144,33.273,45.016,theta
PLANT_003,2025-04-24 01:00:00,10.729,5.469,15.851,prophet
PLANT_003,2025-04-24 02:00:00,11.107,5.705,16.232,prophet
PLANT_003,2025-04-24 03:00:00,10.998,5.986,16.31,prophet
PLANT_003,2025-04-24 04:00:00,10.414,5.133,15.629,prophet
PLANT_003,2025-04-24 05:00:00,10.327,5.005,15.625,prophet
PLANT_003,2025-04-24 06:00:00,12.015,6.669,17.567,prophet
PLANT_003,2025-04-24 07:00:00,15.946,10.916,20.966,prophet
PLANT_003,2025-04-24 08:00:00,21.252,15.979,26.735,prophet
PLANT_003,2025-04-24 09:00:00,26.289,21.116,31.605,prophet
PLANT_003,2025-04-24 10:00:00,29.78,24.686,35.176,prophet
PLANT_003,2025-04-24 11:00:00,31.486,26.431,36.404,prophet
PLANT_003,2025-04-24 12:00:00,31.894,26.797,37.272,prophet
PLANT_003,2025-04-24 13:00:00,31.334,25.91,36.204,prophet
PLANT_003,2025-04-24 14:00:00,29.52,24.482,34.918,prophet
PLANT_003,2025-04-24 15:00:00,25.996,20.921,31.241,prophet
PLANT_003,2025-04-24 16:00:00,20.994,15.697,26.237,prophet
PLANT_003,2025-04-24 17:00:00,15.761,10.293,20.603,prophet
PLANT_003,2025-04-24 18:00:00,11.895,6.588,17.183,prophet
PLANT_003,2025-04-24 19:00:00,10.23,5.096,15.404,prophet
PLANT_003,2025-04-24 20:00:00,10.289,4.754,16.087,prophet
PLANT_003,2025-04-24 21:00:00,10.816,5.732,16.479,prophet
PLANT_003,2025-04-24 22:00:00,10.865,5.633,16.05,prophet
PLANT_003,2025-04-24 23:00:00,10.45,5.138,15.79,prophet
PLANT_003,2025-04-25 00:00:00,10.189,5.034,15.44,prophet
PLANT_003,2025-04-25 01:00:00,10.431,5.151,15.626,prophet
PLANT_003,2025-04-25 02:00:00,10.81,5.302,16.073,prophet
PLANT_003,2025-04-25 03:00:00,10.706,5.375,15.553,prophet
PLANT_003,2025-04-25 04:00:00,10.129,5.055,15.199,prophet
PLANT_003,2025-04-25 05:00:00,10.054,4.474,15.633,prophet
PLANT_003,2025-04-25 06:00:00,11.756,6.531,16.911,prophet
PLANT_003,2025-04-25 07:00:00,15.703,10.875,20.9,prophet
PLANT_003,2025-04-25 08:00:00,21.028,16.175,26.639,prophet
PLANT_003,2025-04-25 09:00:00,26.087,20.798,31.061,prophet
PLANT_003,2025-04-25 10:00:00,29.602,24.377,34.857,prophet
PLANT_003,2025-04-25 11:00:00,31.335,25.836,36.861,prophet
PLANT_003,2025-04-25 12:00:00,31.772,26.539,37.221,prophet
PLANT_003,2025-04-25 13:00:00,31.242,26.062,36.546,prophet
PLANT_003,2025-04-25 14:00:00,29.46,24.433,34.76,prophet
PLANT_003,2025-04-25 15:00:00,25.969,20.244,30.9,prophet
PLANT_003,2025-04-25 16:00:00,21.001,15.73,26.323,prophet
PLANT_003,2025-04-25 17:00:00,15.801,10.606,20.628,prophet
PLANT_003,2025-04-25 18:00:00,11.967,6.441,16.99,prophet
PLANT_003,2025-04-25 19:00:00,10.334,5.065,15.71,prophet
PLANT_003,2025-04-25 20:00:00,10.423,5.167,15.538,prophet
PLANT_003,2025-04-25 21:00:00,10.977,6.066,16.515,prophet
PLANT_003,2025-04-25 22:00:00,11.053,5.705,16.416,prophet
PLANT_003,2025-04-25 23:00:00,10.661,5.122,16.039,prophet
PLANT_003,2025-04-26 00:00:00,10.422,5.135,15.927,prophet
PLANT_003,2025-04-26 01:00:00,10.682,5.534,16.008,prophet
PLANT_003,2025-04-26 02:00:00,11.076,5.532,16.012,prophet
PLANT_003,2025-04-26 03:00:00,10.985,5.622,16.279,prophet
PLANT_003,2025-04-26 04:00:00,10.417,5.152,16.074,prophet
PLANT_003,2025-04-26 05:00:00,10.347,5.644,15.629,prophet
PLANT_003,2025-04-26 06:00:00,12.051,6.828,17.362,prophet
PLANT_003,2025-04-26 07:00:00,15.996,10.871,21.087,prophet
PLANT_003,2025-04-26 08:00:00,21.314,16.308,26.286,prophet
PLANT_003,2025-04-26 09:00:00,26.364,21.2,31.871,prophet
PLANT_003,2025-04-26 10:00:00,29.866,24.729,34.921,prophet
PLANT_003,2025-04-26 11:00:00,31.584,26.38,36.693,prophet
PLANT_003,2025-04-26 12:00:00,32.003,26.874,36.817,prophet
PLANT_003,2025-04-26 13:00:00,31.452,26.323,36.622,prophet
PLANT_003,2025-04-26 14:00:00,29.647,24.45,34.992,prophet
PLANT_003,2025-04-26 15:00:00,26.131,20.864,30.926,prophet
PLANT_003,2025-04-26 16:00:00,21.136,15.63,26.213,prophet
PLANT_003,2025-04-26 17:00:00,15.908,10.932,21.312,prophet
PLANT_003,2025-04-26 18:00:00,12.045,7.118,17.261,prophet
PLANT_003,2025-04-26 19:00:00,10.38,5.472,15.298,prophet
PLANT_003,2025-04-26 20:00:00,10.436,5.575,15.646,prophet
PLANT_003,2025-04-26 21:00:00,10.958,5.459,16.175,prophet
PLANT_003,2025-04-26 22:00:00,11.001,5.711,16.053,prophet
PLANT_003,2025-04-26 23:00:00,10.578,5.708,15.819,prophet
PLANT_003,2025-04-27 00:00:00,10.307,4.899,15.391,prophet
PLANT_004,2025-04-24 01:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 02:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 03:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 04:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 05:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 06:00:00,1.175,0.999,1.352,ets
PLANT_004,2025-04-24 07:00:00,16.885,14.352,19.418,ets
PLANT_004,2025-04-24 08:00:00,32.438,27.572,37.303,ets
PLANT_004,2025-04-24 09:00:00,45.261,38.472,52.05,ets
PLANT_004,2025-04-24 10:00:00,56.69,48.187,65.194,ets
PLANT_004,2025-04-24 11:00:00,62.987,53.539,72.435,ets
PLANT_004,2025-04-24 12:00:00,67.343,57.242,77.445,ets
PLANT_004,2025-04-24 13:00:00,63.829,54.255,73.403,ets
PLANT_004,2025-04-24 14:00:00,56.13,47.711,64.55,ets
PLANT_004,2025-04-24 15:00:00,46.91,39.874,53.947,ets
PLANT_004,2025-04-24 16:00:00,32.315,27.468,37.162,ets
PLANT_004,2025-04-24 17:00:00,17.395,14.785,20.004,ets
PLANT_004,2025-04-24 18:00:00,0.879,0.747,1.011,ets
PLANT_004,2025-04-24 19:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 20:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 21:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 22:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-24 23:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 00:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 01:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 02:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 03:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 04:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 05:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 06:00:00,1.17,0.995,1.346,ets
PLANT_004,2025-04-25 07:00:00,16.88,14.348,19.412,ets
PLANT_004,2025-04-25 08:00:00,32.432,27.568,37.297,ets
PLANT_004,2025-04-25 09:00:00,45.255,38.467,52.044,ets
PLANT_004,2025-04-25 10:00:00,56.685,48.182,65.188,ets
PLANT_004,2025-04-25 11:00:00,62.982,53.535,72.429,ets
PLANT_004,2025-04-25 12:00:00,67.338,57.237,77.439,ets
PLANT_004,2025-04-25 13:00:00,63.824,54.25,73.397,ets
PLANT_004,2025-04-25 14:00:00,56.125,47.706,64.544,ets
PLANT_004,2025-04-25 15:00:00,46.905,39.869,53.941,ets
PLANT_004,2025-04-25 16:00:00,32.31,27.463,37.156,ets
PLANT_004,2025-04-25 17:00:00,17.389,14.781,19.998,ets
PLANT_004,2025-04-25 18:00:00,0.874,0.742,1.005,ets
PLANT_004,2025-04-25 19:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 20:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 21:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 22:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-25 23:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 00:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 01:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 02:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 03:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 04:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 05:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 06:00:00,1.165,0.99,1.34,ets
PLANT_004,2025-04-26 07:00:00,16.875,14.343,19.406,ets
PLANT_004,2025-04-26 08:00:00,32.427,27.563,37.291,ets
PLANT_004,2025-04-26 09:00:00,45.25,38.463,52.038,ets
PLANT_004,2025-04-26 10:00:00,56.68,48.178,65.182,ets
PLANT_004,2025-04-26 11:00:00,62.977,53.53,72.423,ets
PLANT_004,2025-04-26 12:00:00,67.333,57.233,77.433,ets
PLANT_004,2025-04-26 13:00:00,63.818,54.246,73.391,ets
PLANT_004,2025-04-26 14:00:00,56.12,47.702,64.538,ets
PLANT_004,2025-04-26 15:00:00,46.9,39.865,53.935,ets
PLANT_004,2025-04-26 16:00:00,32.305,27.459,37.15,ets
PLANT_004,2025-04-26 17:00:00,17.384,14.776,19.992,ets
PLANT_004,2025-04-26 18:00:00,0.868,0.738,0.998,ets
PLANT_004,2025-04-26 19:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 20:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 21:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 22:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-26 23:00:00,0.0,0.0,0.0,ets
PLANT_004,2025-04-27 00:00:00,0.0,0.0,0.0,ets
PLANT_005,2025-04-24 01:00:00,32.489,27.615,37.362,ets
PLANT_005,2025-04-24 02:00:00,32.515,27.638,37.392,ets
PLANT_005,2025-04-24 03:00:00,32.704,27.799,37.61,ets
PLANT_005,2025-04-24 04:00:00,32.465,27.595,37.335,ets
PLANT_005,2025-04-24 05:00:00,32.253,27.415,37.091,ets
PLANT_005,2025-04-24 06:00:00,32.26,27.421,37.099,ets
PLANT_005,2025-04-24 07:00:00,32.176,27.35,37.002,ets
PLANT_005,2025-04-24 08:00:00,32.789,27.871,37.707,ets
PLANT_005,2025-04-24 09:00:00,31.856,27.078,36.634,ets
PLANT_005,2025-04-24 10:00:00,32.548,27.666,37.43,ets
PLANT_005,2025-04-24 11:00:00,32.503,27.628,37.379,ets
PLANT_005,2025-04-24 12:00:00,32.33,27.48,37.179,ets
PLANT_005,2025-04-24 13:00:00,32.216,27.384,37.049,ets
PLANT_005,2025-04-24 14:00:00,32.246,27.409,37.083,ets
PLANT_005,2025-04-24 15:00:00,32.336,27.486,37.187,ets
PLANT_005,2025-04-24 16:00:00,32.348,27.496,37.201,ets
PLANT_005,2025-04-24 17:00:00,32.164,27.339,36.989,ets
PLANT_005,2025-04-24 18:00:00,32.645,27.748,37.541,ets
PLANT_005,2025-04-24 19:00:00,32.466,27.596,37.336,ets
PLANT_005,2025-04-24 20:00:00,32.36,27.506,37.214,ets
PLANT_005,2025-04-24 21:00:00,31.989,27.19,36.787,ets
PLANT_005,2025-04-24 22:00:00,32.05,27.243,36.858,ets
PLANT_005,2025-04-24 23:00:00,32.545,27.663,37.426,ets
PLANT_005,2025-04-25 00:00:00,32.355,27.502,37.208,ets
PLANT_005,2025-04-25 01:00:00,32.501,27.626,37.376,ets
PLANT_005,2025-04-25 02:00:00,32.527,27.648,37.406,ets
PLANT_005,2025-04-25 03:00:00,32.717,27.809,37.624,ets
PLANT_005,2025-04-25 04:00:00,32.477,27.606,37.349,ets
PLANT_005,2025-04-25 05:00:00,32.266,27.426,37.105,ets
PLANT_005,2025-04-25 06:00:00,32.273,27.432,37.114,ets
PLANT_005,2025-04-25 07:00:00,32.188,27.36,37.016,ets
PLANT_005,2025-04-25 08:00:00,32.801,27.881,37.721,ets
PLANT_005,2025-04-25 09:00:00,31.868,27.088,36.649,ets
PLANT_005,2025-04-25 10:00:00,32.56,27.676,37.444,ets
PLANT_005,2025-04-25 11:00:00,32.516,27.638,37.393,ets
PLANT_005,2025-04-25 12:00:00,32.342,27.491,37.193,ets
PLANT_005,2025-04-25 13:00:00,32.229,27.394,37.063,ets
PLANT_005,2025-04-25 14:00:00,32.258,27.42,37.097,ets
PLANT_005,2025-04-25 15:00:00,32.349,27.496,37.201,ets
PLANT_005,2025-04-25 16:00:00,32.361,27.507,37.215,ets
PLANT_005,2025-04-25 17:00:00,32.176,27.35,37.003,ets
PLANT_005,2025-04-25 18:00:00,32.657,27.758,37.555,ets
PLANT_005,2025-04-25 19:00:00,32.479,27.607,37.351,ets
PLANT_005,2025-04-25 20:00:00,32.373,27.517,37.229,ets
PLANT_005,2025-04-25 21:00:00,32.001,27.201,36.801,ets
PLANT_005,2025-04-25 22:00:00,32.062,27.253,36.872,ets
PLANT_005,2025-04-25 23:00:00,32.557,27.673,37.441,ets
PLANT_005,2025-04-26 00:00:00,32.367,27.512,37.222,ets
PLANT_005,2025-04-26 01:00:00,32.513,27.636,37.39,ets
PLANT_005,2025-04-26 02:00:00,32.539,27.659,37.42,ets
PLANT_005,2025-04-26 03:00:00,32.729,27.82,37.638,ets
PLANT_005,2025-04-26 04:00:00,32.489,27.616,37.363,ets
PLANT_005,2025-04-26 05:00:00,32.278,27.436,37.12,ets
PLANT_005,2025-04-26 06:00:00,32.285,27.442,37.128,ets
PLANT_005,2025-04-26 07:00:00,32.201,27.37,37.031,ets
PLANT_005,2025-04-26 08:00:00,32.814,27.892,37.736,ets
PLANT_005,2025-04-26 09:00:00,31.881,27.099,36.663,ets
PLANT_005,2025-04-26 10:00:00,32.572,27.686,37.458,ets
PLANT_005,2025-04-26 11:00:00,32.528,27.649,37.407,ets
PLANT_005,2025-04-26 12:00:00,32.354,27.501,37.208,ets
PLANT_005,2025-04-26 13:00:00,32.241,27.405,37.077,ets
PLANT_005,2025-04-26 14:00:00,32.271,27.43,37.111,ets
PLANT_005,2025-04-26 15:00:00,32.361,27.507,37.215,ets
PLANT_005,2025-04-26 16:00:00,32.373,27.517,37.229,ets
PLANT_005,2025-04-26 17:00:00,32.189,27.36,37.017,ets
PLANT_005,2025-04-26 18:00:00,32.669,27.769,37.57,ets
PLANT_005,2025-04-26 19:00:00,32.491,27.617,37.365,ets
PLANT_005,2025-04-26 20:00:00,32.385,27.527,37.243,ets
PLANT_005,2025-04-26 21:00:00,32.013,27.211,36.815,ets
PLANT_005,2025-04-26 22:00:00,32.075,27.264,36.886,ets
PLANT_005,2025-04-26 23:00:00,32.569,27.684,37.455,ets
PLANT_005,2025-04-27 00:00:00,32.38,27.523,37.236,ets
PLANT_006,2025-04-24 01:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 02:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 03:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 04:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 05:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 06:00:00,0.088,0.075,0.101,ets
PLANT_006,2025-04-24 07:00:00,1.746,1.484,2.008,ets
PLANT_006,2025-04-24 08:00:00,3.612,3.07,4.153,ets
PLANT_006,2025-04-24 09:00:00,4.887,4.154,5.62,ets
PLANT_006,2025-04-24 10:00:00,6.391,5.432,7.35,ets
PLANT_006,2025-04-24 11:00:00,7.097,6.032,8.161,ets
PLANT_006,2025-04-24 12:00:00,7.359,6.255,8.463,ets
PLANT_006,2025-04-24 13:00:00,7.069,6.009,8.13,ets
PLANT_006,2025-04-24 14:00:00,6.434,5.469,7.399,ets
PLANT_006,2025-04-24 15:00:00,4.962,4.218,5.707,ets
PLANT_006,2025-04-24 16:00:00,3.617,3.075,4.16,ets
PLANT_006,2025-04-24 17:00:00,1.716,1.459,1.973,ets
PLANT_006,2025-04-24 18:00:00,0.063,0.053,0.072,ets
PLANT_006,2025-04-24 19:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 20:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 21:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 22:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-24 23:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 00:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 01:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 02:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 03:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 04:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 05:00:00,0.0,0.0,0.0,ets
PLANT_006,2025-04-25 06:00:00,0.087,0.074,0.1,ets
PLANT_006,2025-04-25 07:00:00,1.745,1.483,2.007,ets
PLANT_006,2025-04-25 08:00:00,3.611,3.069,4.153,ets
PLANT_006,2025-04-25 09:00:00,4.886,4.153,5.619,ets
PLANT_006,2025-04-25 10:00:00,6.39,5.432,7.349,ets
PLANT_006,2025-04-25 11:00:00,7.096,6.031,8.16,ets
PLANT_006,2025-04-25 12:00:00,7.359,6.255,8.462,ets
