plant_id,timestamp,health_forecast,lower_90,upper_90,repair_probability,degradation_slope
PLANT_002,2025-04-25 00:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 01:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 02:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 03:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 04:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 05:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 06:00:00,0.5836,0.5798,0.5874,0.0,-1e-05
PLANT_002,2025-04-25 07:00:00,0.5836,0.5798,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 08:00:00,0.5835,0.5798,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 09:00:00,0.5835,0.5798,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 10:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 11:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 12:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 13:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 14:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 15:00:00,0.5835,0.5797,0.5873,0.0,-1e-05
PLANT_002,2025-04-25 16:00:00,0.5835,0.5797,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 17:00:00,0.5835,0.5797,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 18:00:00,0.5834,0.5797,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 19:00:00,0.5834,0.5797,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 20:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 21:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 22:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-25 23:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-26 00:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-26 01:00:00,0.5834,0.5796,0.5872,0.0,-1e-05
PLANT_002,2025-04-26 02:00:00,0.5834,0.5796,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 03:00:00,0.5834,0.5796,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 04:00:00,0.5833,0.5796,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 05:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 06:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 07:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 08:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 09:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 10:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 11:00:00,0.5833,0.5795,0.5871,0.0,-1e-05
PLANT_002,2025-04-26 12:00:00,0.5833,0.5795,0.587,0.0,-1e-05
PLANT_002,2025-04-26 13:00:00,0.5832,0.5795,0.587,0.0,-1e-05
PLANT_002,2025-04-26 14:00:00,0.5832,0.5795,0.587,0.0,-1e-05
PLANT_002,2025-04-26 15:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 16:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 17:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 18:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 19:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 20:00:00,0.5832,0.5794,0.587,0.0,-1e-05
PLANT_002,2025-04-26 21:00:00,0.5832,0.5794,0.5869,0.0,-1e-05
PLANT_002,2025-04-26 22:00:00,0.5832,0.5794,0.5869,0.0,-1e-05
PLANT_002,2025-04-26 23:00:00,0.5831,0.5794,0.5869,0.0,-1e-05
PLANT_002,2025-04-27 00:00:00,0.5831,0.5794,0.5869,0.0,-1e-05
PLANT_003,2025-04-24 01:00:00,0.8275,0.8244,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 02:00:00,0.8275,0.8244,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 03:00:00,0.8275,0.8244,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 04:00:00,0.8275,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 05:00:00,0.8275,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 06:00:00,0.8275,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 07:00:00,0.8274,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 08:00:00,0.8274,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 09:00:00,0.8274,0.8243,0.8306,0.0,-8e-06
PLANT_003,2025-04-24 10:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 11:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 12:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 13:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 14:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 15:00:00,0.8274,0.8243,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 16:00:00,0.8274,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 17:00:00,0.8274,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 18:00:00,0.8274,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 19:00:00,0.8273,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 20:00:00,0.8273,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 21:00:00,0.8273,0.8242,0.8305,0.0,-8e-06
PLANT_003,2025-04-24 22:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-24 23:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 00:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 01:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 02:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 03:00:00,0.8273,0.8242,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 04:00:00,0.8273,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 05:00:00,0.8273,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 06:00:00,0.8273,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 07:00:00,0.8272,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 08:00:00,0.8272,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 09:00:00,0.8272,0.8241,0.8304,0.0,-8e-06
PLANT_003,2025-04-25 10:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 11:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 12:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 13:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 14:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 15:00:00,0.8272,0.8241,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 16:00:00,0.8272,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 17:00:00,0.8272,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 18:00:00,0.8272,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 19:00:00,0.8271,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 20:00:00,0.8271,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 21:00:00,0.8271,0.824,0.8303,0.0,-8e-06
PLANT_003,2025-04-25 22:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-25 23:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 00:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 01:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 02:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 03:00:00,0.8271,0.824,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 04:00:00,0.8271,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 05:00:00,0.8271,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 06:00:00,0.8271,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 07:00:00,0.827,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 08:00:00,0.827,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 09:00:00,0.827,0.8239,0.8302,0.0,-8e-06
PLANT_003,2025-04-26 10:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 11:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 12:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 13:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 14:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 15:00:00,0.827,0.8239,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 16:00:00,0.827,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 17:00:00,0.827,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 18:00:00,0.827,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 19:00:00,0.8269,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 20:00:00,0.8269,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 21:00:00,0.8269,0.8238,0.8301,0.0,-8e-06
PLANT_003,2025-04-26 22:00:00,0.8269,0.8238,0.83,0.0,-8e-06
PLANT_003,2025-04-26 23:00:00,0.8269,0.8238,0.83,0.0,-8e-06
PLANT_003,2025-04-27 00:00:00,0.8269,0.8238,0.83,0.0,-8e-06
PLANT_004,2025-04-24 01:00:00,0.6789,0.6751,0.6827,0.0,-1e-05
PLANT_004,2025-04-24 02:00:00,0.6789,0.6751,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 03:00:00,0.6788,0.6751,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 04:00:00,0.6788,0.6751,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 05:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 06:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 07:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 08:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 09:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 10:00:00,0.6788,0.675,0.6826,0.0,-1e-05
PLANT_004,2025-04-24 11:00:00,0.6788,0.675,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 12:00:00,0.6788,0.675,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 13:00:00,0.6787,0.675,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 14:00:00,0.6787,0.675,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 15:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 16:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 17:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 18:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 19:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 20:00:00,0.6787,0.6749,0.6825,0.0,-1e-05
PLANT_004,2025-04-24 21:00:00,0.6787,0.6749,0.6824,0.0,-1e-05
PLANT_004,2025-04-24 22:00:00,0.6787,0.6749,0.6824,0.0,-1e-05
PLANT_004,2025-04-24 23:00:00,0.6786,0.6749,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 00:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 01:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 02:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 03:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 04:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 05:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 06:00:00,0.6786,0.6748,0.6824,0.0,-1e-05
PLANT_004,2025-04-25 07:00:00,0.6786,0.6748,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 08:00:00,0.6785,0.6748,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 09:00:00,0.6785,0.6748,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 10:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 11:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 12:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 13:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 14:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 15:00:00,0.6785,0.6747,0.6823,0.0,-1e-05
PLANT_004,2025-04-25 16:00:00,0.6785,0.6747,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 17:00:00,0.6785,0.6747,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 18:00:00,0.6784,0.6747,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 19:00:00,0.6784,0.6747,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 20:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 21:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 22:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-25 23:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-26 00:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-26 01:00:00,0.6784,0.6746,0.6822,0.0,-1e-05
PLANT_004,2025-04-26 02:00:00,0.6784,0.6746,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 03:00:00,0.6784,0.6746,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 04:00:00,0.6783,0.6746,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 05:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 06:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 07:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 08:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 09:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 10:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 11:00:00,0.6783,0.6745,0.6821,0.0,-1e-05
PLANT_004,2025-04-26 12:00:00,0.6783,0.6745,0.682,0.0,-1e-05
PLANT_004,2025-04-26 13:00:00,0.6782,0.6745,0.682,0.0,-1e-05
PLANT_004,2025-04-26 14:00:00,0.6782,0.6745,0.682,0.0,-1e-05
PLANT_004,2025-04-26 15:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 16:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 17:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 18:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 19:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 20:00:00,0.6782,0.6744,0.682,0.0,-1e-05
PLANT_004,2025-04-26 21:00:00,0.6782,0.6744,0.6819,0.0,-1e-05
PLANT_004,2025-04-26 22:00:00,0.6782,0.6744,0.6819,0.0,-1e-05
PLANT_004,2025-04-26 23:00:00,0.6781,0.6744,0.6819,0.0,-1e-05
PLANT_004,2025-04-27 00:00:00,0.6781,0.6744,0.6819,0.0,-1e-05
PLANT_005,2025-04-24 01:00:00,0.6483,0.6436,0.6529,0.0,-1.2e-05
PLANT_005,2025-04-24 02:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 03:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 04:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 05:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 06:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 07:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 08:00:00,0.6482,0.6436,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 09:00:00,0.6482,0.6435,0.6528,0.0,-1.2e-05
PLANT_005,2025-04-24 10:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 11:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 12:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 13:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 14:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 15:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 16:00:00,0.6481,0.6435,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 17:00:00,0.6481,0.6434,0.6527,0.0,-1.2e-05
PLANT_005,2025-04-24 18:00:00,0.648,0.6434,0.6526,0.0,-1.2e-05
PLANT_005,2025-04-24 19:00:00,0.648,0.6434,0.6526,0.0,-1.2e-05
