plant_id,timestamp,curtailment_mw_forecast,curtail_probability,curtail_amount_given_event
PLANT_002,2025-04-26 09:00:00,0.136,0.084,1.617
PLANT_002,2025-04-26 10:00:00,0.136,0.084,1.609
PLANT_002,2025-04-26 11:00:00,0.136,0.084,1.609
PLANT_002,2025-04-26 12:00:00,0.136,0.084,1.609
PLANT_002,2025-04-26 13:00:00,0.135,0.084,1.607
PLANT_002,2025-04-26 14:00:00,0.137,0.084,1.62
PLANT_002,2025-04-26 15:00:00,0.137,0.084,1.623
PLANT_002,2025-04-26 16:00:00,0.131,0.084,1.555
PLANT_002,2025-04-26 17:00:00,0.122,0.078,1.555
PLANT_002,2025-04-26 18:00:00,0.131,0.084,1.553
PLANT_002,2025-04-26 19:00:00,0.131,0.084,1.553
PLANT_002,2025-04-26 20:00:00,0.128,0.084,1.515
PLANT_002,2025-04-26 21:00:00,0.129,0.084,1.527
PLANT_002,2025-04-26 22:00:00,0.129,0.084,1.53
PLANT_002,2025-04-26 23:00:00,0.128,0.084,1.516
PLANT_002,2025-04-27 00:00:00,0.135,0.084,1.598
PLANT_003,2025-04-24 01:00:00,0.113,0.078,1.448
PLANT_003,2025-04-24 02:00:00,0.138,0.078,1.771
PLANT_003,2025-04-24 03:00:00,0.138,0.078,1.771
PLANT_003,2025-04-24 04:00:00,0.122,0.078,1.556
PLANT_003,2025-04-24 05:00:00,0.122,0.078,1.556
PLANT_003,2025-04-24 06:00:00,0.108,0.078,1.375
PLANT_003,2025-04-24 07:00:00,0.117,0.095,1.227
PLANT_003,2025-04-24 08:00:00,0.052,0.045,1.16
PLANT_003,2025-04-24 09:00:00,0.087,0.07,1.24
PLANT_003,2025-04-24 10:00:00,0.088,0.052,1.674
PLANT_003,2025-04-24 11:00:00,0.08,0.052,1.521
PLANT_003,2025-04-24 12:00:00,0.076,0.052,1.454
PLANT_003,2025-04-24 13:00:00,0.079,0.052,1.51
PLANT_003,2025-04-24 14:00:00,0.089,0.052,1.697
PLANT_003,2025-04-24 15:00:00,0.087,0.07,1.233
PLANT_003,2025-04-24 16:00:00,0.051,0.045,1.138
PLANT_003,2025-04-24 17:00:00,0.116,0.095,1.212
PLANT_003,2025-04-24 18:00:00,0.107,0.078,1.366
PLANT_003,2025-04-24 19:00:00,0.131,0.078,1.677
PLANT_003,2025-04-24 20:00:00,0.125,0.078,1.602
PLANT_003,2025-04-24 21:00:00,0.125,0.078,1.605
PLANT_003,2025-04-24 22:00:00,0.126,0.078,1.613
PLANT_003,2025-04-24 23:00:00,0.121,0.078,1.55
PLANT_003,2025-04-25 00:00:00,0.114,0.078,1.456
PLANT_003,2025-04-25 01:00:00,0.11,0.078,1.407
PLANT_003,2025-04-25 02:00:00,0.145,0.078,1.854
PLANT_003,2025-04-25 03:00:00,0.145,0.078,1.854
PLANT_003,2025-04-25 04:00:00,0.128,0.078,1.639
PLANT_003,2025-04-25 05:00:00,0.13,0.078,1.665
PLANT_003,2025-04-25 06:00:00,0.109,0.078,1.397
PLANT_003,2025-04-25 07:00:00,0.119,0.095,1.249
PLANT_003,2025-04-25 08:00:00,0.053,0.045,1.181
PLANT_003,2025-04-25 09:00:00,0.09,0.07,1.276
PLANT_003,2025-04-25 10:00:00,0.088,0.052,1.674
PLANT_003,2025-04-25 11:00:00,0.08,0.052,1.521
PLANT_003,2025-04-25 12:00:00,0.076,0.052,1.454
PLANT_003,2025-04-25 13:00:00,0.079,0.052,1.51
PLANT_003,2025-04-25 14:00:00,0.089,0.052,1.697
PLANT_003,2025-04-25 15:00:00,0.089,0.07,1.269
PLANT_003,2025-04-25 16:00:00,0.052,0.045,1.16
PLANT_003,2025-04-25 17:00:00,0.116,0.095,1.218
PLANT_003,2025-04-25 18:00:00,0.109,0.078,1.388
PLANT_003,2025-04-25 19:00:00,0.13,0.078,1.662
PLANT_003,2025-04-25 20:00:00,0.12,0.078,1.538
PLANT_003,2025-04-25 21:00:00,0.125,0.078,1.605
PLANT_003,2025-04-25 22:00:00,0.126,0.078,1.605
PLANT_003,2025-04-25 23:00:00,0.121,0.078,1.55
PLANT_003,2025-04-26 00:00:00,0.109,0.078,1.399
PLANT_003,2025-04-26 01:00:00,0.114,0.078,1.463
PLANT_003,2025-04-26 02:00:00,0.136,0.078,1.744
PLANT_003,2025-04-26 03:00:00,0.143,0.078,1.827
PLANT_003,2025-04-26 04:00:00,0.121,0.078,1.55
PLANT_003,2025-04-26 05:00:00,0.121,0.078,1.55
PLANT_003,2025-04-26 06:00:00,0.107,0.078,1.37
PLANT_003,2025-04-26 07:00:00,0.119,0.095,1.249
PLANT_003,2025-04-26 08:00:00,0.053,0.045,1.181
PLANT_003,2025-04-26 09:00:00,0.09,0.07,1.276
PLANT_003,2025-04-26 10:00:00,0.088,0.052,1.674
PLANT_003,2025-04-26 11:00:00,0.076,0.052,1.454
PLANT_003,2025-04-26 12:00:00,0.076,0.052,1.454
PLANT_003,2025-04-26 13:00:00,0.079,0.052,1.51
PLANT_003,2025-04-26 14:00:00,0.087,0.052,1.656
PLANT_003,2025-04-26 15:00:00,0.089,0.07,1.269
PLANT_003,2025-04-26 16:00:00,0.052,0.045,1.16
PLANT_003,2025-04-26 17:00:00,0.116,0.095,1.218
PLANT_003,2025-04-26 18:00:00,0.106,0.078,1.361
PLANT_003,2025-04-26 19:00:00,0.126,0.078,1.615
PLANT_003,2025-04-26 20:00:00,0.118,0.078,1.511
PLANT_003,2025-04-26 21:00:00,0.123,0.078,1.578
PLANT_003,2025-04-26 22:00:00,0.123,0.078,1.578
PLANT_003,2025-04-26 23:00:00,0.119,0.078,1.524
PLANT_003,2025-04-27 00:00:00,0.109,0.078,1.399
PLANT_004,2025-04-24 01:00:00,0.068,0.044,1.561
PLANT_004,2025-04-24 02:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 03:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 04:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 05:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 06:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 07:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 08:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 09:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 10:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 11:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 12:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 13:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 14:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 15:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 16:00:00,0.151,0.098,1.542
PLANT_004,2025-04-24 17:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 18:00:00,0.068,0.044,1.542
PLANT_004,2025-04-24 19:00:00,0.11,0.072,1.542
PLANT_004,2025-04-24 20:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 21:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 22:00:00,0.112,0.072,1.561
PLANT_004,2025-04-24 23:00:00,0.112,0.072,1.561
PLANT_004,2025-04-25 00:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 01:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 02:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 03:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 04:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 05:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 06:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 07:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 08:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 09:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 10:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 11:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 12:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 13:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 14:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 15:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 16:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 17:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 18:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 19:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 20:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 21:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 22:00:00,0.112,0.072,1.565
PLANT_004,2025-04-25 23:00:00,0.112,0.072,1.565
PLANT_004,2025-04-26 00:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 01:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 02:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 03:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 04:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 05:00:00,0.092,0.059,1.552
PLANT_004,2025-04-26 06:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 07:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 08:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 09:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 10:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 11:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 12:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 13:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 14:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 15:00:00,0.068,0.044,1.552
PLANT_004,2025-04-26 16:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 17:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 18:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 19:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 20:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 21:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 22:00:00,0.111,0.072,1.552
PLANT_004,2025-04-26 23:00:00,0.092,0.059,1.552
PLANT_004,2025-04-27 00:00:00,0.111,0.072,1.552
PLANT_005,2025-04-24 01:00:00,0.106,0.078,1.356
PLANT_005,2025-04-24 02:00:00,0.078,0.05,1.572
PLANT_005,2025-04-24 03:00:00,0.113,0.078,1.437
PLANT_005,2025-04-24 04:00:00,0.117,0.078,1.497
PLANT_005,2025-04-24 05:00:00,0.12,0.078,1.531
PLANT_005,2025-04-24 06:00:00,0.12,0.078,1.531
PLANT_005,2025-04-24 07:00:00,0.119,0.078,1.519
PLANT_005,2025-04-24 08:00:00,0.069,0.046,1.491
PLANT_005,2025-04-24 09:00:00,0.108,0.078,1.372
PLANT_005,2025-04-24 10:00:00,0.078,0.05,1.576
PLANT_005,2025-04-24 11:00:00,0.109,0.078,1.388
PLANT_005,2025-04-24 12:00:00,0.109,0.078,1.385
PLANT_005,2025-04-24 13:00:00,0.109,0.078,1.388
PLANT_005,2025-04-24 14:00:00,0.121,0.078,1.539
PLANT_005,2025-04-24 15:00:00,0.107,0.078,1.362
PLANT_005,2025-04-24 16:00:00,0.107,0.078,1.363
PLANT_005,2025-04-24 17:00:00,0.112,0.078,1.428
PLANT_005,2025-04-24 18:00:00,0.141,0.078,1.803
PLANT_005,2025-04-24 19:00:00,0.141,0.078,1.794
PLANT_005,2025-04-24 20:00:00,0.137,0.078,1.749
PLANT_005,2025-04-24 21:00:00,0.132,0.078,1.679
PLANT_005,2025-04-24 22:00:00,0.128,0.078,1.63
PLANT_005,2025-04-24 23:00:00,0.125,0.078,1.597
PLANT_005,2025-04-25 00:00:00,0.114,0.078,1.459
PLANT_005,2025-04-25 01:00:00,0.114,0.078,1.459
PLANT_005,2025-04-25 02:00:00,0.114,0.078,1.449
PLANT_005,2025-04-25 03:00:00,0.113,0.078,1.438
PLANT_005,2025-04-25 04:00:00,0.117,0.078,1.488
PLANT_005,2025-04-25 05:00:00,0.119,0.078,1.523
PLANT_005,2025-04-25 06:00:00,0.119,0.078,1.523
PLANT_005,2025-04-25 07:00:00,0.07,0.046,1.519
PLANT_005,2025-04-25 08:00:00,0.117,0.078,1.491
PLANT_005,2025-04-25 09:00:00,0.114,0.078,1.451
PLANT_005,2025-04-25 10:00:00,0.115,0.078,1.463
PLANT_005,2025-04-25 11:00:00,0.109,0.078,1.397
PLANT_005,2025-04-25 12:00:00,0.109,0.078,1.394
PLANT_005,2025-04-25 13:00:00,0.109,0.078,1.397
PLANT_005,2025-04-25 14:00:00,0.121,0.078,1.548
PLANT_005,2025-04-25 15:00:00,0.109,0.078,1.389
PLANT_005,2025-04-25 16:00:00,0.109,0.078,1.389
PLANT_005,2025-04-25 17:00:00,0.114,0.078,1.454
PLANT_005,2025-04-25 18:00:00,0.141,0.078,1.803
PLANT_005,2025-04-25 19:00:00,0.141,0.078,1.795
PLANT_005,2025-04-25 20:00:00,0.137,0.078,1.75
PLANT_005,2025-04-25 21:00:00,0.132,0.078,1.682
PLANT_005,2025-04-25 22:00:00,0.128,0.078,1.631
PLANT_005,2025-04-25 23:00:00,0.125,0.078,1.598
PLANT_005,2025-04-26 00:00:00,0.11,0.078,1.404
PLANT_005,2025-04-26 01:00:00,0.11,0.078,1.404
PLANT_005,2025-04-26 02:00:00,0.109,0.078,1.394
PLANT_005,2025-04-26 03:00:00,0.102,0.078,1.305
PLANT_005,2025-04-26 04:00:00,0.076,0.05,1.537
PLANT_005,2025-04-26 05:00:00,0.113,0.078,1.448
PLANT_005,2025-04-26 06:00:00,0.113,0.078,1.448
PLANT_005,2025-04-26 07:00:00,0.107,0.078,1.36
PLANT_005,2025-04-26 08:00:00,0.062,0.046,1.333
PLANT_005,2025-04-26 09:00:00,0.096,0.078,1.224
PLANT_005,2025-04-26 10:00:00,0.072,0.05,1.454
PLANT_005,2025-04-26 11:00:00,0.099,0.078,1.265
PLANT_005,2025-04-26 12:00:00,0.099,0.078,1.262
PLANT_005,2025-04-26 13:00:00,0.099,0.078,1.265
PLANT_005,2025-04-26 14:00:00,0.111,0.078,1.417
PLANT_005,2025-04-26 15:00:00,0.109,0.078,1.389
PLANT_005,2025-04-26 16:00:00,0.109,0.078,1.389
PLANT_005,2025-04-26 17:00:00,0.114,0.078,1.454
PLANT_005,2025-04-26 18:00:00,0.141,0.078,1.801
PLANT_005,2025-04-26 19:00:00,0.141,0.078,1.795
PLANT_005,2025-04-26 20:00:00,0.137,0.078,1.75
PLANT_005,2025-04-26 21:00:00,0.132,0.078,1.682
PLANT_005,2025-04-26 22:00:00,0.124,0.078,1.583
PLANT_005,2025-04-26 23:00:00,0.119,0.078,1.523
PLANT_005,2025-04-27 00:00:00,0.106,0.078,1.354
PLANT_006,2025-04-24 01:00:00,0.174,0.081,2.156
PLANT_006,2025-04-24 02:00:00,0.155,0.072,2.136
PLANT_006,2025-04-24 03:00:00,0.155,0.072,2.136
PLANT_006,2025-04-24 04:00:00,0.145,0.072,2.002
PLANT_006,2025-04-24 05:00:00,0.145,0.072,2.002
PLANT_006,2025-04-24 06:00:00,0.088,0.049,1.777
PLANT_006,2025-04-24 07:00:00,0.075,0.05,1.48
PLANT_006,2025-04-24 08:00:00,0.047,0.05,0.922
PLANT_006,2025-04-24 09:00:00,0.051,0.049,1.038
PLANT_006,2025-04-24 10:00:00,0.041,0.049,0.836
PLANT_006,2025-04-24 11:00:00,0.051,0.056,0.908
PLANT_006,2025-04-24 12:00:00,0.051,0.056,0.908
PLANT_006,2025-04-24 13:00:00,0.051,0.056,0.908
PLANT_006,2025-04-24 14:00:00,0.041,0.049,0.836
PLANT_006,2025-04-24 15:00:00,0.051,0.049,1.038
PLANT_006,2025-04-24 16:00:00,0.047,0.05,0.922
PLANT_006,2025-04-24 17:00:00,0.076,0.05,1.502
PLANT_006,2025-04-24 18:00:00,0.089,0.049,1.808
PLANT_006,2025-04-24 19:00:00,0.164,0.081,2.026
PLANT_006,2025-04-24 20:00:00,0.167,0.081,2.068
PLANT_006,2025-04-24 21:00:00,0.174,0.081,2.147
PLANT_006,2025-04-24 22:00:00,0.165,0.081,2.044
PLANT_006,2025-04-24 23:00:00,0.169,0.081,2.088
PLANT_006,2025-04-25 00:00:00,0.173,0.081,2.136
PLANT_006,2025-04-25 01:00:00,0.173,0.081,2.136
PLANT_006,2025-04-25 02:00:00,0.152,0.072,2.106
PLANT_006,2025-04-25 03:00:00,0.152,0.072,2.106
PLANT_006,2025-04-25 04:00:00,0.141,0.072,1.952
PLANT_006,2025-04-25 05:00:00,0.141,0.072,1.952
PLANT_006,2025-04-25 06:00:00,0.085,0.049,1.727
PLANT_006,2025-04-25 07:00:00,0.06,0.05,1.185
PLANT_006,2025-04-25 08:00:00,0.049,0.05,0.969
PLANT_006,2025-04-25 09:00:00,0.051,0.049,1.038
PLANT_006,2025-04-25 10:00:00,0.041,0.049,0.836
PLANT_006,2025-04-25 11:00:00,0.051,0.056,0.908
PLANT_006,2025-04-25 12:00:00,0.051,0.056,0.908
PLANT_006,2025-04-25 13:00:00,0.051,0.056,0.908
PLANT_006,2025-04-25 14:00:00,0.041,0.049,0.836
PLANT_006,2025-04-25 15:00:00,0.051,0.049,1.038
PLANT_006,2025-04-25 16:00:00,0.047,0.05,0.922
PLANT_006,2025-04-25 17:00:00,0.076,0.05,1.502
PLANT_006,2025-04-25 18:00:00,0.086,0.049,1.741
PLANT_006,2025-04-25 19:00:00,0.112,0.081,1.385
PLANT_006,2025-04-25 20:00:00,0.163,0.081,2.017
PLANT_006,2025-04-25 21:00:00,0.171,0.081,2.117
PLANT_006,2025-04-25 22:00:00,0.163,0.081,2.014
PLANT_006,2025-04-25 23:00:00,0.116,0.081,1.436
PLANT_006,2025-04-26 00:00:00,0.153,0.081,1.887
PLANT_006,2025-04-26 01:00:00,0.147,0.081,1.819
PLANT_006,2025-04-26 02:00:00,0.129,0.072,1.789
PLANT_006,2025-04-26 03:00:00,0.135,0.072,1.87
PLANT_006,2025-04-26 04:00:00,0.127,0.072,1.755
PLANT_006,2025-04-26 05:00:00,0.127,0.072,1.755
PLANT_006,2025-04-26 06:00:00,0.075,0.049,1.529
PLANT_006,2025-04-26 07:00:00,0.069,0.05,1.366
PLANT_006,2025-04-26 08:00:00,0.077,0.084,0.922
PLANT_006,2025-04-26 09:00:00,0.057,0.049,1.164
PLANT_006,2025-04-26 10:00:00,0.041,0.049,0.836
PLANT_006,2025-04-26 11:00:00,0.051,0.056,0.908
PLANT_006,2025-04-26 12:00:00,0.051,0.056,0.908
PLANT_006,2025-04-26 13:00:00,0.051,0.056,0.908
PLANT_006,2025-04-26 14:00:00,0.041,0.049,0.836
PLANT_006,2025-04-26 15:00:00,0.057,0.049,1.164
PLANT_006,2025-04-26 16:00:00,0.047,0.05,0.922
PLANT_006,2025-04-26 17:00:00,0.065,0.05,1.291
PLANT_006,2025-04-26 18:00:00,0.072,0.049,1.454
PLANT_006,2025-04-26 19:00:00,0.135,0.081,1.672
PLANT_006,2025-04-26 20:00:00,0.14,0.081,1.73
PLANT_006,2025-04-26 21:00:00,0.154,0.081,1.905
PLANT_006,2025-04-26 22:00:00,0.139,0.081,1.721
PLANT_006,2025-04-26 23:00:00,0.143,0.081,1.766
PLANT_006,2025-04-27 00:00:00,0.129,0.081,1.598
PLANT_007,2025-04-24 01:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 02:00:00,0.122,0.08,1.521
PLANT_007,2025-04-24 03:00:00,0.122,0.08,1.521
