plant_id,timestamp,irradiance_forecast,lower_90,upper_90,method
PLANT_002,2025-04-24 13:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 14:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 15:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 16:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 17:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 18:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-24 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 06:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 07:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 08:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 09:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 10:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 11:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 12:00:00,313.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 13:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 14:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 15:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 16:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 17:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 18:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-25 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 06:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 07:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 08:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 09:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 10:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 11:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 12:00:00,313.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 13:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 14:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 15:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 16:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 17:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 18:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-26 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_002,2025-04-27 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 06:00:00,9.14,0.0,105.37,blend_prophet_physics
PLANT_003,2025-04-24 07:00:00,213.4,102.41,281.24,blend_prophet_physics
PLANT_003,2025-04-24 08:00:00,412.19,273.08,461.58,blend_prophet_physics
PLANT_003,2025-04-24 09:00:00,586.31,425.85,608.74,blend_prophet_physics
PLANT_003,2025-04-24 10:00:00,710.24,537.4,718.66,blend_prophet_physics
PLANT_003,2025-04-24 11:00:00,795.62,616.61,794.99,blend_prophet_physics
PLANT_003,2025-04-24 12:00:00,816.03,626.86,810.45,blend_prophet_physics
PLANT_003,2025-04-24 13:00:00,786.61,595.37,787.13,blend_prophet_physics
PLANT_003,2025-04-24 14:00:00,708.19,529.69,715.6,blend_prophet_physics
PLANT_003,2025-04-24 15:00:00,574.84,415.97,602.54,blend_prophet_physics
PLANT_003,2025-04-24 16:00:00,410.8,268.96,452.71,blend_prophet_physics
PLANT_003,2025-04-24 17:00:00,210.62,92.88,274.99,blend_prophet_physics
PLANT_003,2025-04-24 18:00:00,9.22,0.0,94.23,blend_prophet_physics
PLANT_003,2025-04-24 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-24 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 06:00:00,9.31,0.0,105.72,blend_prophet_physics
PLANT_003,2025-04-25 07:00:00,213.57,97.66,279.49,blend_prophet_physics
PLANT_003,2025-04-25 08:00:00,412.37,269.92,459.41,blend_prophet_physics
PLANT_003,2025-04-25 09:00:00,586.49,435.31,613.28,blend_prophet_physics
PLANT_003,2025-04-25 10:00:00,710.42,539.0,724.13,blend_prophet_physics
PLANT_003,2025-04-25 11:00:00,795.81,612.55,796.62,blend_prophet_physics
PLANT_003,2025-04-25 12:00:00,816.21,629.36,810.55,blend_prophet_physics
PLANT_003,2025-04-25 13:00:00,786.8,606.63,782.33,blend_prophet_physics
PLANT_003,2025-04-25 14:00:00,708.38,535.17,716.03,blend_prophet_physics
PLANT_003,2025-04-25 15:00:00,575.03,415.14,597.36,blend_prophet_physics
PLANT_003,2025-04-25 16:00:00,410.98,271.47,455.72,blend_prophet_physics
PLANT_003,2025-04-25 17:00:00,210.8,90.19,283.28,blend_prophet_physics
PLANT_003,2025-04-25 18:00:00,9.39,0.0,100.53,blend_prophet_physics
PLANT_003,2025-04-25 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-25 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 06:00:00,9.5,0.0,102.4,blend_prophet_physics
PLANT_003,2025-04-26 07:00:00,213.76,98.14,278.5,blend_prophet_physics
PLANT_003,2025-04-26 08:00:00,412.56,272.69,455.71,blend_prophet_physics
PLANT_003,2025-04-26 09:00:00,586.69,423.7,617.01,blend_prophet_physics
PLANT_003,2025-04-26 10:00:00,710.62,537.79,718.18,blend_prophet_physics
PLANT_003,2025-04-26 11:00:00,796.01,608.41,789.69,blend_prophet_physics
PLANT_003,2025-04-26 12:00:00,816.42,623.44,802.86,blend_prophet_physics
PLANT_003,2025-04-26 13:00:00,787.0,594.04,787.09,blend_prophet_physics
PLANT_003,2025-04-26 14:00:00,708.58,535.36,716.16,blend_prophet_physics
PLANT_003,2025-04-26 15:00:00,575.23,414.21,598.89,blend_prophet_physics
PLANT_003,2025-04-26 16:00:00,411.18,272.24,458.88,blend_prophet_physics
PLANT_003,2025-04-26 17:00:00,210.99,98.39,274.91,blend_prophet_physics
PLANT_003,2025-04-26 18:00:00,9.59,0.0,108.31,blend_prophet_physics
PLANT_003,2025-04-26 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-26 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_003,2025-04-27 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 06:00:00,8.66,0.0,101.44,blend_prophet_physics
PLANT_004,2025-04-24 07:00:00,211.66,93.88,277.79,blend_prophet_physics
PLANT_004,2025-04-24 08:00:00,407.34,262.39,451.58,blend_prophet_physics
PLANT_004,2025-04-24 09:00:00,580.31,421.69,601.65,blend_prophet_physics
PLANT_004,2025-04-24 10:00:00,710.22,534.91,723.25,blend_prophet_physics
PLANT_004,2025-04-24 11:00:00,792.75,608.77,795.47,blend_prophet_physics
PLANT_004,2025-04-24 12:00:00,821.67,637.41,811.17,blend_prophet_physics
PLANT_004,2025-04-24 13:00:00,791.0,605.99,788.48,blend_prophet_physics
PLANT_004,2025-04-24 14:00:00,710.56,530.26,714.41,blend_prophet_physics
PLANT_004,2025-04-24 15:00:00,574.17,409.77,597.35,blend_prophet_physics
PLANT_004,2025-04-24 16:00:00,410.3,271.31,449.44,blend_prophet_physics
PLANT_004,2025-04-24 17:00:00,211.05,97.61,271.48,blend_prophet_physics
PLANT_004,2025-04-24 18:00:00,7.98,0.0,98.45,blend_prophet_physics
PLANT_004,2025-04-24 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-24 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 06:00:00,8.75,0.0,106.52,blend_prophet_physics
PLANT_004,2025-04-25 07:00:00,211.75,90.28,265.16,blend_prophet_physics
PLANT_004,2025-04-25 08:00:00,407.43,268.7,450.18,blend_prophet_physics
PLANT_004,2025-04-25 09:00:00,580.41,420.74,604.1,blend_prophet_physics
PLANT_004,2025-04-25 10:00:00,710.32,537.57,718.55,blend_prophet_physics
PLANT_004,2025-04-25 11:00:00,792.85,604.2,784.43,blend_prophet_physics
PLANT_004,2025-04-25 12:00:00,821.77,635.21,816.54,blend_prophet_physics
PLANT_004,2025-04-25 13:00:00,791.11,605.31,792.23,blend_prophet_physics
PLANT_004,2025-04-25 14:00:00,710.66,534.65,711.4,blend_prophet_physics
PLANT_004,2025-04-25 15:00:00,574.27,419.47,593.8,blend_prophet_physics
PLANT_004,2025-04-25 16:00:00,410.4,273.55,454.29,blend_prophet_physics
PLANT_004,2025-04-25 17:00:00,211.15,90.38,277.19,blend_prophet_physics
PLANT_004,2025-04-25 18:00:00,8.08,0.0,101.84,blend_prophet_physics
PLANT_004,2025-04-25 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-25 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 06:00:00,8.86,0.0,102.2,blend_prophet_physics
PLANT_004,2025-04-26 07:00:00,211.86,96.47,275.11,blend_prophet_physics
PLANT_004,2025-04-26 08:00:00,407.55,268.14,453.83,blend_prophet_physics
PLANT_004,2025-04-26 09:00:00,580.52,424.72,601.36,blend_prophet_physics
PLANT_004,2025-04-26 10:00:00,710.44,528.32,704.74,blend_prophet_physics
PLANT_004,2025-04-26 11:00:00,792.98,608.33,787.45,blend_prophet_physics
PLANT_004,2025-04-26 12:00:00,821.89,633.52,815.87,blend_prophet_physics
PLANT_004,2025-04-26 13:00:00,791.23,608.94,782.86,blend_prophet_physics
PLANT_004,2025-04-26 14:00:00,710.78,542.99,715.26,blend_prophet_physics
PLANT_004,2025-04-26 15:00:00,574.39,417.09,595.61,blend_prophet_physics
PLANT_004,2025-04-26 16:00:00,410.52,268.18,447.1,blend_prophet_physics
PLANT_004,2025-04-26 17:00:00,211.27,92.76,276.56,blend_prophet_physics
PLANT_004,2025-04-26 18:00:00,8.19,0.0,101.44,blend_prophet_physics
PLANT_004,2025-04-26 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-26 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_004,2025-04-27 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 06:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 07:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 08:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 09:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 10:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 11:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 12:00:00,313.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 13:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 14:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 15:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 16:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 17:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 18:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 19:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 20:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 21:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 22:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-24 23:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 00:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 01:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 02:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 03:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 04:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 05:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 06:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 07:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 08:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 09:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 10:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 11:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 12:00:00,313.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 13:00:00,302.82,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 14:00:00,271.5,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 15:00:00,221.68,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 16:00:00,156.75,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 17:00:00,81.14,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 18:00:00,0.0,0.0,0.0,blend_prophet_physics
PLANT_005,2025-04-25 19:00:00,0.0,0.0,0.0,blend_prophet_physics
