plant_id,timestamp,gross_forecast_mw,lower_90,upper_90,model,curtailment_mw_forecast,curtail_probability,net_forecast_mw
PLANT_001,2025-04-25 02:00:00,0.0,0.0,0.0,ets,0.121,0.078,0.0
PLANT_001,2025-04-25 03:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-25 04:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-25 05:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-25 06:00:00,0.5,0.32499999999999996,0.475,ets,0.1,0.064,0.4
PLANT_001,2025-04-25 07:00:00,11.953,10.06,13.646,ets,0.1,0.064,11.853
PLANT_001,2025-04-25 08:00:00,23.378,19.774,26.787000000000003,ets,0.098,0.064,23.28
PLANT_001,2025-04-25 09:00:00,33.098,27.985,37.915,ets,0.148,0.097,32.949999999999996
PLANT_001,2025-04-25 10:00:00,41.657,35.289,47.786,ets,0.119,0.078,41.538
PLANT_001,2025-04-25 11:00:00,46.497,39.403,53.352,ets,0.119,0.078,46.378
PLANT_001,2025-04-25 12:00:00,47.526,40.278,54.536,ets,0.119,0.078,47.407000000000004
PLANT_001,2025-04-25 13:00:00,46.891,39.738,53.805,ets,0.119,0.078,46.772
PLANT_001,2025-04-25 14:00:00,41.786,35.399,47.935,ets,0.119,0.078,41.667
PLANT_001,2025-04-25 15:00:00,32.651,27.635,37.43,ets,0.119,0.078,32.532000000000004
PLANT_001,2025-04-25 16:00:00,23.768,20.084,27.215,ets,0.119,0.078,23.649
PLANT_001,2025-04-25 17:00:00,11.944,10.034,13.617,ets,0.119,0.078,11.825000000000001
PLANT_001,2025-04-25 18:00:00,0.583,0.377,0.552,ets,0.119,0.078,0.46399999999999997
PLANT_001,2025-04-25 19:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-25 20:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-25 21:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-25 22:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-25 23:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-26 00:00:00,0.0,0.0,0.0,ets,0.121,0.078,0.0
PLANT_001,2025-04-26 01:00:00,0.0,0.0,0.0,ets,0.121,0.078,0.0
PLANT_001,2025-04-26 02:00:00,0.0,0.0,0.0,ets,0.164,0.106,0.0
PLANT_001,2025-04-26 03:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-26 04:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-26 05:00:00,0.0,0.0,0.0,ets,0.1,0.064,0.0
PLANT_001,2025-04-26 06:00:00,0.496,0.32199999999999995,0.471,ets,0.1,0.064,0.396
PLANT_001,2025-04-26 07:00:00,11.949,10.057,13.642000000000001,ets,0.1,0.064,11.849
PLANT_001,2025-04-26 08:00:00,23.375,19.771,26.783,ets,0.098,0.064,23.277
PLANT_001,2025-04-26 09:00:00,33.094,27.993,37.922,ets,0.137,0.09,32.957
PLANT_001,2025-04-26 10:00:00,41.653,35.286,47.782000000000004,ets,0.119,0.078,41.534
PLANT_001,2025-04-26 11:00:00,46.493,39.4,53.348,ets,0.119,0.078,46.374
PLANT_001,2025-04-26 12:00:00,47.522,40.275,54.532000000000004,ets,0.119,0.078,47.403
PLANT_001,2025-04-26 13:00:00,46.887,39.735,53.801,ets,0.119,0.078,46.768
PLANT_001,2025-04-26 14:00:00,41.783,35.396,47.931,ets,0.119,0.078,41.664
PLANT_001,2025-04-26 15:00:00,32.648,27.631,37.426,ets,0.119,0.078,32.529
PLANT_001,2025-04-26 16:00:00,23.765,20.081,27.21,ets,0.119,0.078,23.646
PLANT_001,2025-04-26 17:00:00,11.941,10.031,13.613,ets,0.119,0.078,11.822000000000001
PLANT_001,2025-04-26 18:00:00,0.58,0.403,0.5770000000000001,ets,0.09,0.059,0.49
PLANT_001,2025-04-26 19:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-26 20:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-26 21:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-26 22:00:00,0.0,0.0,0.0,ets,0.119,0.078,0.0
PLANT_001,2025-04-26 23:00:00,0.0,0.0,0.0,ets,0.137,0.09,0.0
PLANT_001,2025-04-27 00:00:00,0.0,0.0,0.0,ets,0.121,0.078,0.0
PLANT_002,2025-04-24 01:00:00,39.225,33.207,44.974000000000004,theta,0.135,0.084,39.09
PLANT_002,2025-04-24 02:00:00,38.134,32.279,43.719,theta,0.135,0.084,37.999
PLANT_002,2025-04-24 03:00:00,38.358,32.471,43.979,theta,0.133,0.084,38.224999999999994
PLANT_002,2025-04-24 04:00:00,38.056,32.217999999999996,43.635,theta,0.13,0.084,37.925999999999995
PLANT_002,2025-04-24 05:00:00,38.423,32.516,44.043,theta,0.143,0.084,38.28
PLANT_002,2025-04-24 06:00:00,38.898,32.921,44.589999999999996,theta,0.143,0.084,38.755
PLANT_002,2025-04-24 07:00:00,38.555,32.629,44.196,theta,0.143,0.084,38.412
PLANT_002,2025-04-24 08:00:00,37.559,31.791,43.059,theta,0.134,0.084,37.425
PLANT_002,2025-04-24 09:00:00,38.436,32.536,44.067,theta,0.134,0.084,38.302
PLANT_002,2025-04-24 10:00:00,39.252,33.230999999999995,45.006,theta,0.133,0.084,39.119
PLANT_002,2025-04-24 11:00:00,38.705,32.766,44.378,theta,0.133,0.084,38.571999999999996
PLANT_002,2025-04-24 12:00:00,38.741,32.797,44.419,theta,0.133,0.084,38.608
PLANT_002,2025-04-24 13:00:00,38.35,32.464999999999996,43.97,theta,0.133,0.084,38.217
PLANT_002,2025-04-24 14:00:00,37.596,31.823,43.102,theta,0.134,0.084,37.461999999999996
PLANT_002,2025-04-24 15:00:00,39.012,33.025,44.728,theta,0.135,0.084,38.877
PLANT_002,2025-04-24 16:00:00,38.627,32.704,44.292,theta,0.129,0.084,38.498000000000005
PLANT_002,2025-04-24 17:00:00,39.871,33.77,45.732,theta,0.12,0.078,39.751000000000005
PLANT_002,2025-04-24 18:00:00,37.797,31.998,43.337,theta,0.129,0.084,37.668
PLANT_002,2025-04-24 19:00:00,38.282,32.411,43.896,theta,0.129,0.084,38.153
PLANT_002,2025-04-24 20:00:00,38.466,32.57,44.11,theta,0.126,0.084,38.34
PLANT_002,2025-04-24 21:00:00,38.289,32.418,43.904999999999994,theta,0.127,0.084,38.162
PLANT_002,2025-04-24 22:00:00,38.724,32.788,44.406,theta,0.127,0.084,38.596999999999994
PLANT_002,2025-04-24 23:00:00,38.538,32.631,44.192,theta,0.126,0.084,38.412
PLANT_002,2025-04-25 00:00:00,39.156,33.146,44.893,theta,0.137,0.084,39.019
PLANT_002,2025-04-25 01:00:00,39.219,33.199,44.964999999999996,theta,0.137,0.084,39.082
PLANT_002,2025-04-25 02:00:00,38.128,32.272,43.71,theta,0.137,0.084,37.991
PLANT_002,2025-04-25 03:00:00,38.352,32.464,43.97,theta,0.135,0.084,38.217
PLANT_002,2025-04-25 04:00:00,38.05,32.21,43.625,theta,0.133,0.084,37.916999999999994
PLANT_002,2025-04-25 05:00:00,38.417,32.511,44.036,theta,0.143,0.084,38.274
PLANT_002,2025-04-25 06:00:00,38.892,32.916,44.583,theta,0.143,0.084,38.749
PLANT_002,2025-04-25 07:00:00,38.549,32.624,44.189,theta,0.143,0.084,38.406
PLANT_002,2025-04-25 08:00:00,37.553,31.784000000000002,43.05,theta,0.136,0.084,37.416999999999994
PLANT_002,2025-04-25 09:00:00,38.43,32.528999999999996,44.058,theta,0.136,0.084,38.294
PLANT_002,2025-04-25 10:00:00,39.246,33.223,44.995999999999995,theta,0.136,0.084,39.11
PLANT_002,2025-04-25 11:00:00,38.699,32.757999999999996,44.367999999999995,theta,0.136,0.084,38.562999999999995
PLANT_002,2025-04-25 12:00:00,38.735,32.788999999999994,44.409,theta,0.136,0.084,38.599
PLANT_002,2025-04-25 13:00:00,38.344,32.458000000000006,43.961,theta,0.135,0.084,38.209
PLANT_002,2025-04-25 14:00:00,37.59,31.815,43.092,theta,0.137,0.084,37.453
PLANT_002,2025-04-25 15:00:00,39.006,33.018,44.72,theta,0.137,0.084,38.869
PLANT_002,2025-04-25 16:00:00,38.621,32.697,44.283,theta,0.131,0.084,38.49
PLANT_002,2025-04-25 17:00:00,39.865,33.763,45.723,theta,0.122,0.078,39.743
PLANT_002,2025-04-25 18:00:00,37.791,31.991,43.329,theta,0.131,0.084,37.66
PLANT_002,2025-04-25 19:00:00,38.277,32.403999999999996,43.887,theta,0.131,0.084,38.146
PLANT_002,2025-04-25 20:00:00,38.46,32.563,44.101,theta,0.128,0.084,38.332
PLANT_002,2025-04-25 21:00:00,38.283,32.411,43.896,theta,0.129,0.084,38.154
PLANT_002,2025-04-25 22:00:00,38.718,32.781,44.397000000000006,theta,0.129,0.084,38.589000000000006
PLANT_002,2025-04-25 23:00:00,38.532,32.624,44.184,theta,0.128,0.084,38.403999999999996
PLANT_002,2025-04-26 00:00:00,39.15,33.141,44.886,theta,0.137,0.084,39.013
PLANT_002,2025-04-26 01:00:00,39.213,33.194,44.958,theta,0.137,0.084,39.076
PLANT_002,2025-04-26 02:00:00,38.122,32.267,43.703,theta,0.137,0.084,37.985
PLANT_002,2025-04-26 03:00:00,38.346,32.459,43.963,theta,0.135,0.084,38.211
PLANT_002,2025-04-26 04:00:00,38.045,32.205,43.617999999999995,theta,0.133,0.084,37.912
PLANT_002,2025-04-26 05:00:00,38.411,32.506,44.03,theta,0.143,0.084,38.268
PLANT_002,2025-04-26 06:00:00,38.886,32.91,44.576,theta,0.143,0.084,38.743
PLANT_002,2025-04-26 07:00:00,38.543,32.619,44.182,theta,0.143,0.084,38.4
PLANT_002,2025-04-26 08:00:00,37.547,31.779,43.044,theta,0.136,0.084,37.410999999999994
PLANT_002,2025-04-26 09:00:00,38.424,32.523999999999994,44.052,theta,0.136,0.084,38.288
PLANT_002,2025-04-26 10:00:00,39.24,33.217999999999996,44.989999999999995,theta,0.136,0.084,39.104
PLANT_002,2025-04-26 11:00:00,38.693,32.753,44.361,theta,0.136,0.084,38.556999999999995
PLANT_002,2025-04-26 12:00:00,38.729,32.784,44.401999999999994,theta,0.136,0.084,38.592999999999996
PLANT_002,2025-04-26 13:00:00,38.338,32.453,43.954,theta,0.135,0.084,38.203
PLANT_002,2025-04-26 14:00:00,37.585,31.81,43.085,theta,0.137,0.084,37.448
PLANT_002,2025-04-26 15:00:00,39.0,33.013,44.713,theta,0.137,0.084,38.863
PLANT_002,2025-04-26 16:00:00,38.615,32.692,44.277,theta,0.131,0.084,38.484
PLANT_002,2025-04-26 17:00:00,39.859,33.758,45.715,theta,0.122,0.078,39.737
PLANT_002,2025-04-26 18:00:00,37.785,31.985999999999997,43.322,theta,0.131,0.084,37.653999999999996
PLANT_002,2025-04-26 19:00:00,38.271,32.399,43.88,theta,0.131,0.084,38.14
PLANT_002,2025-04-26 20:00:00,38.454,32.558,44.095,theta,0.128,0.084,38.326
PLANT_002,2025-04-26 21:00:00,38.277,32.406,43.889,theta,0.129,0.084,38.148
PLANT_002,2025-04-26 22:00:00,38.712,32.776,44.39,theta,0.129,0.084,38.583000000000006
PLANT_002,2025-04-26 23:00:00,38.526,32.619,44.177,theta,0.128,0.084,38.398
PLANT_002,2025-04-27 00:00:00,39.144,33.138000000000005,44.881,theta,0.135,0.084,39.009
PLANT_003,2025-04-24 01:00:00,10.729,5.356,15.738000000000001,prophet,0.113,0.078,10.616
PLANT_003,2025-04-24 02:00:00,11.107,5.567,16.093999999999998,prophet,0.138,0.078,10.969
PLANT_003,2025-04-24 03:00:00,10.998,5.848,16.171999999999997,prophet,0.138,0.078,10.86
PLANT_003,2025-04-24 04:00:00,10.414,5.011,15.507,prophet,0.122,0.078,10.292
PLANT_003,2025-04-24 05:00:00,10.327,4.883,15.503,prophet,0.122,0.078,10.205
PLANT_003,2025-04-24 06:00:00,12.015,6.561,17.459,prophet,0.108,0.078,11.907
PLANT_003,2025-04-24 07:00:00,15.946,10.799,20.849,prophet,0.117,0.095,15.828999999999999
PLANT_003,2025-04-24 08:00:00,21.252,15.927,26.683,prophet,0.052,0.045,21.2
PLANT_003,2025-04-24 09:00:00,26.289,21.029,31.518,prophet,0.087,0.07,26.202
PLANT_003,2025-04-24 10:00:00,29.78,24.598,35.088,prophet,0.088,0.052,29.692
PLANT_003,2025-04-24 11:00:00,31.486,26.351000000000003,36.324000000000005,prophet,0.08,0.052,31.406000000000002
PLANT_003,2025-04-24 12:00:00,31.894,26.721,37.196,prophet,0.076,0.052,31.817999999999998
PLANT_003,2025-04-24 13:00:00,31.334,25.831,36.125,prophet,0.079,0.052,31.255
PLANT_003,2025-04-24 14:00:00,29.52,24.393,34.829,prophet,0.089,0.052,29.431
PLANT_003,2025-04-24 15:00:00,25.996,20.834,31.154,prophet,0.087,0.07,25.909
PLANT_003,2025-04-24 16:00:00,20.994,15.645999999999999,26.186,prophet,0.051,0.045,20.943
PLANT_003,2025-04-24 17:00:00,15.761,10.177,20.487000000000002,prophet,0.116,0.095,15.645
PLANT_003,2025-04-24 18:00:00,11.895,6.481,17.076,prophet,0.107,0.078,11.788
PLANT_003,2025-04-24 19:00:00,10.23,4.965,15.273,prophet,0.131,0.078,10.099
PLANT_003,2025-04-24 20:00:00,10.289,4.629,15.962,prophet,0.125,0.078,10.164
PLANT_003,2025-04-24 21:00:00,10.816,5.607,16.354,prophet,0.125,0.078,10.691
PLANT_003,2025-04-24 22:00:00,10.865,5.507,15.924000000000001,prophet,0.126,0.078,10.739
PLANT_003,2025-04-24 23:00:00,10.45,5.0169999999999995,15.668999999999999,prophet,0.121,0.078,10.328999999999999
PLANT_003,2025-04-25 00:00:00,10.189,4.92,15.325999999999999,prophet,0.114,0.078,10.075
PLANT_003,2025-04-25 01:00:00,10.431,5.0409999999999995,15.516,prophet,0.11,0.078,10.321
PLANT_003,2025-04-25 02:00:00,10.81,5.157,15.928,prophet,0.145,0.078,10.665000000000001
PLANT_003,2025-04-25 03:00:00,10.706,5.23,15.408000000000001,prophet,0.145,0.078,10.561
PLANT_003,2025-04-25 04:00:00,10.129,4.927,15.071,prophet,0.128,0.078,10.001
PLANT_003,2025-04-25 05:00:00,10.054,4.344,15.502999999999998,prophet,0.13,0.078,9.924
PLANT_003,2025-04-25 06:00:00,11.756,6.422,16.802,prophet,0.109,0.078,11.647
PLANT_003,2025-04-25 07:00:00,15.703,10.756,20.781,prophet,0.119,0.095,15.584
PLANT_003,2025-04-25 08:00:00,21.028,16.122,26.586,prophet,0.053,0.045,20.974999999999998
PLANT_003,2025-04-25 09:00:00,26.087,20.708,30.971,prophet,0.09,0.07,25.997
PLANT_003,2025-04-25 10:00:00,29.602,24.288999999999998,34.769,prophet,0.088,0.052,29.514
PLANT_003,2025-04-25 11:00:00,31.335,25.756,36.781,prophet,0.08,0.052,31.255000000000003
PLANT_003,2025-04-25 12:00:00,31.772,26.463,37.144999999999996,prophet,0.076,0.052,31.695999999999998
PLANT_003,2025-04-25 13:00:00,31.242,25.983,36.467,prophet,0.079,0.052,31.163
PLANT_003,2025-04-25 14:00:00,29.46,24.344,34.671,prophet,0.089,0.052,29.371000000000002
PLANT_003,2025-04-25 15:00:00,25.969,20.155,30.811,prophet,0.089,0.07,25.880000000000003
PLANT_003,2025-04-25 16:00:00,21.001,15.678,26.271,prophet,0.052,0.045,20.949
PLANT_003,2025-04-25 17:00:00,15.801,10.49,20.512,prophet,0.116,0.095,15.685
PLANT_003,2025-04-25 18:00:00,11.967,6.332,16.880999999999997,prophet,0.109,0.078,11.858
PLANT_003,2025-04-25 19:00:00,10.334,4.9350000000000005,15.58,prophet,0.13,0.078,10.203999999999999
PLANT_003,2025-04-25 20:00:00,10.423,5.047,15.418000000000001,prophet,0.12,0.078,10.303
PLANT_003,2025-04-25 21:00:00,10.977,5.941,16.39,prophet,0.125,0.078,10.852
PLANT_003,2025-04-25 22:00:00,11.053,5.579,16.29,prophet,0.126,0.078,10.927000000000001
PLANT_003,2025-04-25 23:00:00,10.661,5.0009999999999994,15.918000000000001,prophet,0.121,0.078,10.54
PLANT_003,2025-04-26 00:00:00,10.422,5.026,15.818,prophet,0.109,0.078,10.313
PLANT_003,2025-04-26 01:00:00,10.682,5.42,15.893999999999998,prophet,0.114,0.078,10.568
PLANT_003,2025-04-26 02:00:00,11.076,5.396,15.876000000000001,prophet,0.136,0.078,10.940000000000001
PLANT_003,2025-04-26 03:00:00,10.985,5.479,16.136,prophet,0.143,0.078,10.841999999999999
PLANT_003,2025-04-26 04:00:00,10.417,5.031000000000001,15.953000000000001,prophet,0.121,0.078,10.296
PLANT_003,2025-04-26 05:00:00,10.347,5.523,15.508,prophet,0.121,0.078,10.225999999999999
PLANT_003,2025-04-26 06:00:00,12.051,6.721,17.255,prophet,0.107,0.078,11.944
PLANT_003,2025-04-26 07:00:00,15.996,10.752,20.968,prophet,0.119,0.095,15.877
PLANT_003,2025-04-26 08:00:00,21.314,16.255,26.233,prophet,0.053,0.045,21.261
PLANT_003,2025-04-26 09:00:00,26.364,21.11,31.781,prophet,0.09,0.07,26.274
PLANT_003,2025-04-26 10:00:00,29.866,24.641,34.833,prophet,0.088,0.052,29.778
PLANT_003,2025-04-26 11:00:00,31.584,26.304,36.617,prophet,0.076,0.052,31.508
PLANT_003,2025-04-26 12:00:00,32.003,26.798,36.741,prophet,0.076,0.052,31.927
PLANT_003,2025-04-26 13:00:00,31.452,26.244,36.543,prophet,0.079,0.052,31.373
PLANT_003,2025-04-26 14:00:00,29.647,24.363,34.904999999999994,prophet,0.087,0.052,29.56
PLANT_003,2025-04-26 15:00:00,26.131,20.775000000000002,30.837,prophet,0.089,0.07,26.042
PLANT_003,2025-04-26 16:00:00,21.136,15.578000000000001,26.161,prophet,0.052,0.045,21.084
PLANT_003,2025-04-26 17:00:00,15.908,10.816,21.196,prophet,0.116,0.095,15.792
PLANT_003,2025-04-26 18:00:00,12.045,7.0120000000000005,17.154999999999998,prophet,0.106,0.078,11.939
PLANT_003,2025-04-26 19:00:00,10.38,5.346,15.172,prophet,0.126,0.078,10.254000000000001
PLANT_003,2025-04-26 20:00:00,10.436,5.457,15.528,prophet,0.118,0.078,10.318
PLANT_003,2025-04-26 21:00:00,10.958,5.335999999999999,16.052,prophet,0.123,0.078,10.835
PLANT_003,2025-04-26 22:00:00,11.001,5.588,15.930000000000001,prophet,0.123,0.078,10.878
PLANT_003,2025-04-26 23:00:00,10.578,5.589,15.700000000000001,prophet,0.119,0.078,10.459
PLANT_003,2025-04-27 00:00:00,10.307,4.79,15.282,prophet,0.109,0.078,10.198
PLANT_004,2025-04-24 01:00:00,0.0,0.0,0.0,ets,0.068,0.044,0.0
PLANT_004,2025-04-24 02:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 03:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 04:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 05:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 06:00:00,1.175,0.889,1.242,ets,0.11,0.072,1.065
PLANT_004,2025-04-24 07:00:00,16.885,14.242,19.308,ets,0.11,0.072,16.775000000000002
PLANT_004,2025-04-24 08:00:00,32.438,27.462,37.193,ets,0.11,0.072,32.328
PLANT_004,2025-04-24 09:00:00,45.261,38.362,51.94,ets,0.11,0.072,45.151
PLANT_004,2025-04-24 10:00:00,56.69,48.077,65.084,ets,0.11,0.072,56.58
PLANT_004,2025-04-24 11:00:00,62.987,53.429,72.325,ets,0.11,0.072,62.877
PLANT_004,2025-04-24 12:00:00,67.343,57.132,77.335,ets,0.11,0.072,67.233
PLANT_004,2025-04-24 13:00:00,63.829,54.145,73.293,ets,0.11,0.072,63.719
PLANT_004,2025-04-24 14:00:00,56.13,47.601,64.44,ets,0.11,0.072,56.02
PLANT_004,2025-04-24 15:00:00,46.91,39.764,53.837,ets,0.11,0.072,46.8
PLANT_004,2025-04-24 16:00:00,32.315,27.317,37.010999999999996,ets,0.151,0.098,32.163999999999994
PLANT_004,2025-04-24 17:00:00,17.395,14.675,19.894000000000002,ets,0.11,0.072,17.285
PLANT_004,2025-04-24 18:00:00,0.879,0.679,0.9429999999999998,ets,0.068,0.044,0.8109999999999999
PLANT_004,2025-04-24 19:00:00,0.0,0.0,0.0,ets,0.11,0.072,0.0
PLANT_004,2025-04-24 20:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 21:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 22:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-24 23:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 00:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 01:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 02:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 03:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 04:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 05:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 06:00:00,1.17,0.883,1.234,ets,0.112,0.072,1.0579999999999998
PLANT_004,2025-04-25 07:00:00,16.88,14.236,19.3,ets,0.112,0.072,16.768
PLANT_004,2025-04-25 08:00:00,32.432,27.456000000000003,37.184999999999995,ets,0.112,0.072,32.32
PLANT_004,2025-04-25 09:00:00,45.255,38.355,51.931999999999995,ets,0.112,0.072,45.143
PLANT_004,2025-04-25 10:00:00,56.685,48.07,65.07600000000001,ets,0.112,0.072,56.573
PLANT_004,2025-04-25 11:00:00,62.982,53.422999999999995,72.31700000000001,ets,0.112,0.072,62.87
PLANT_004,2025-04-25 12:00:00,67.338,57.125,77.327,ets,0.112,0.072,67.226
PLANT_004,2025-04-25 13:00:00,63.824,54.138,73.28500000000001,ets,0.112,0.072,63.711999999999996
PLANT_004,2025-04-25 14:00:00,56.125,47.594,64.432,ets,0.112,0.072,56.013
PLANT_004,2025-04-25 15:00:00,46.905,39.757,53.829,ets,0.112,0.072,46.793
PLANT_004,2025-04-25 16:00:00,32.31,27.351000000000003,37.044,ets,0.112,0.072,32.198
PLANT_004,2025-04-25 17:00:00,17.389,14.669,19.886000000000003,ets,0.112,0.072,17.277
PLANT_004,2025-04-25 18:00:00,0.874,0.63,0.8929999999999999,ets,0.112,0.072,0.762
PLANT_004,2025-04-25 19:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 20:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 21:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 22:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-25 23:00:00,0.0,0.0,0.0,ets,0.112,0.072,0.0
PLANT_004,2025-04-26 00:00:00,0.0,0.0,0.0,ets,0.111,0.072,0.0
PLANT_004,2025-04-26 01:00:00,0.0,0.0,0.0,ets,0.111,0.072,0.0
PLANT_004,2025-04-26 02:00:00,0.0,0.0,0.0,ets,0.111,0.072,0.0
PLANT_004,2025-04-26 03:00:00,0.0,0.0,0.0,ets,0.111,0.072,0.0
PLANT_004,2025-04-26 04:00:00,0.0,0.0,0.0,ets,0.111,0.072,0.0
PLANT_004,2025-04-26 05:00:00,0.0,0.0,0.0,ets,0.092,0.059,0.0
PLANT_004,2025-04-26 06:00:00,1.165,0.879,1.229,ets,0.111,0.072,1.054
PLANT_004,2025-04-26 07:00:00,16.875,14.232,19.294999999999998,ets,0.111,0.072,16.764
PLANT_004,2025-04-26 08:00:00,32.427,27.451999999999998,37.18,ets,0.111,0.072,32.316
PLANT_004,2025-04-26 09:00:00,45.25,38.352000000000004,51.927,ets,0.111,0.072,45.139
PLANT_004,2025-04-26 10:00:00,56.68,48.067,65.071,ets,0.111,0.072,56.569
PLANT_004,2025-04-26 11:00:00,62.977,53.419000000000004,72.312,ets,0.111,0.072,62.866
PLANT_004,2025-04-26 12:00:00,67.333,57.122,77.322,ets,0.111,0.072,67.222
PLANT_004,2025-04-26 13:00:00,63.818,54.135000000000005,73.28,ets,0.111,0.072,63.707
PLANT_004,2025-04-26 14:00:00,56.12,47.591,64.42699999999999,ets,0.111,0.072,56.009
PLANT_004,2025-04-26 15:00:00,46.9,39.797000000000004,53.867000000000004,ets,0.068,0.044,46.832
PLANT_004,2025-04-26 16:00:00,32.305,27.348,37.039,ets,0.111,0.072,32.194
PLANT_004,2025-04-26 17:00:00,17.384,14.665,19.881,ets,0.111,0.072,17.273
