plant_id,timestamp,forecast_mw,lower_90,upper_90,model
PLANT_005,2025-04-26 01:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 02:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 03:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 04:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 05:00:00,41.577,41.567,41.586,ridge
PLANT_005,2025-04-26 06:00:00,41.577,41.567,41.586,ridge
PLANT_005,2025-04-26 07:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 08:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 09:00:00,41.577,41.567,41.586,ridge
PLANT_005,2025-04-26 10:00:00,41.576,41.567,41.586,ridge
PLANT_005,2025-04-26 11:00:00,41.576,41.566,41.586,ridge
PLANT_005,2025-04-26 12:00:00,41.576,41.566,41.586,ridge
PLANT_005,2025-04-26 13:00:00,41.577,41.567,41.586,ridge
PLANT_005,2025-04-26 14:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 15:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 16:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 17:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 18:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 19:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 20:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 21:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 22:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-26 23:00:00,41.577,41.567,41.587,ridge
PLANT_005,2025-04-27 00:00:00,41.577,41.567,41.587,ridge
PLANT_007,2025-04-24 01:00:00,42.519,42.511,42.528,ridge
PLANT_007,2025-04-24 02:00:00,42.814,42.806,42.823,ridge
PLANT_007,2025-04-24 03:00:00,42.406,42.397,42.414,ridge
PLANT_007,2025-04-24 04:00:00,42.498,42.49,42.506,ridge
PLANT_007,2025-04-24 05:00:00,42.72,42.712,42.728,ridge
PLANT_007,2025-04-24 06:00:00,43.01,43.002,43.018,ridge
PLANT_007,2025-04-24 07:00:00,43.155,43.147,43.164,ridge
PLANT_007,2025-04-24 08:00:00,43.273,43.264,43.281,ridge
PLANT_007,2025-04-24 09:00:00,43.518,43.51,43.526,ridge
PLANT_007,2025-04-24 10:00:00,43.775,43.766,43.783,ridge
PLANT_007,2025-04-24 11:00:00,43.767,43.758,43.775,ridge
PLANT_007,2025-04-24 12:00:00,43.578,43.57,43.586,ridge
PLANT_007,2025-04-24 13:00:00,43.277,43.269,43.286,ridge
PLANT_007,2025-04-24 14:00:00,42.478,42.469,42.486,ridge
PLANT_007,2025-04-24 15:00:00,43.024,43.015,43.032,ridge
PLANT_007,2025-04-24 16:00:00,42.921,42.913,42.929,ridge
PLANT_007,2025-04-24 17:00:00,44.053,44.044,44.061,ridge
PLANT_007,2025-04-24 18:00:00,43.847,43.839,43.855,ridge
PLANT_007,2025-04-24 19:00:00,44.11,44.101,44.118,ridge
PLANT_007,2025-04-24 20:00:00,43.746,43.738,43.754,ridge
PLANT_007,2025-04-24 21:00:00,45.385,45.377,45.393,ridge
PLANT_007,2025-04-24 22:00:00,46.544,46.536,46.552,ridge
PLANT_007,2025-04-24 23:00:00,45.946,45.938,45.954,ridge
PLANT_007,2025-04-25 00:00:00,49.381,49.373,49.39,ridge
PLANT_007,2025-04-25 01:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-25 02:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-25 03:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 04:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 05:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 06:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 07:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 08:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 09:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 10:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 11:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 12:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 13:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 14:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 15:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 16:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 17:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 18:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 19:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 20:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 21:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 22:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-25 23:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 00:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 01:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 02:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-26 03:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-26 04:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-26 05:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 06:00:00,49.382,49.374,49.391,ridge
PLANT_007,2025-04-26 07:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 08:00:00,49.382,49.374,49.391,ridge
PLANT_007,2025-04-26 09:00:00,49.383,49.374,49.391,ridge
PLANT_007,2025-04-26 10:00:00,49.383,49.375,49.391,ridge
PLANT_007,2025-04-26 11:00:00,49.382,49.374,49.391,ridge
PLANT_007,2025-04-26 12:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 13:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 14:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 15:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 16:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 17:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 18:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 19:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 20:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 21:00:00,49.382,49.374,49.39,ridge
PLANT_007,2025-04-26 22:00:00,49.381,49.373,49.39,ridge
PLANT_007,2025-04-26 23:00:00,49.382,49.373,49.39,ridge
PLANT_007,2025-04-27 00:00:00,49.381,49.373,49.389,ridge
PLANT_017,2025-04-24 01:00:00,24.453,24.448,24.458,ridge
PLANT_017,2025-04-24 02:00:00,24.498,24.494,24.503,ridge
PLANT_017,2025-04-24 03:00:00,24.645,24.64,24.65,ridge
PLANT_017,2025-04-24 04:00:00,24.415,24.41,24.42,ridge
PLANT_017,2025-04-24 05:00:00,24.249,24.244,24.254,ridge
PLANT_017,2025-04-24 06:00:00,23.875,23.87,23.88,ridge
PLANT_017,2025-04-24 07:00:00,23.715,23.71,23.72,ridge
PLANT_017,2025-04-24 08:00:00,23.536,23.531,23.541,ridge
PLANT_017,2025-04-24 09:00:00,23.616,23.611,23.621,ridge
PLANT_017,2025-04-24 10:00:00,23.771,23.766,23.776,ridge
PLANT_017,2025-04-24 11:00:00,23.502,23.497,23.507,ridge
PLANT_017,2025-04-24 12:00:00,23.366,23.361,23.371,ridge
PLANT_017,2025-04-24 13:00:00,23.447,23.442,23.452,ridge
PLANT_017,2025-04-24 14:00:00,23.776,23.771,23.781,ridge
PLANT_017,2025-04-24 15:00:00,23.409,23.404,23.414,ridge
PLANT_017,2025-04-24 16:00:00,23.136,23.131,23.141,ridge
PLANT_017,2025-04-24 17:00:00,23.239,23.234,23.244,ridge
PLANT_017,2025-04-24 18:00:00,23.265,23.26,23.27,ridge
PLANT_017,2025-04-24 19:00:00,24.021,24.016,24.025,ridge
PLANT_017,2025-04-24 20:00:00,24.212,24.207,24.217,ridge
PLANT_017,2025-04-24 21:00:00,24.987,24.982,24.992,ridge
PLANT_017,2025-04-24 22:00:00,26.462,26.457,26.467,ridge
PLANT_017,2025-04-24 23:00:00,26.243,26.238,26.247,ridge
PLANT_017,2025-04-25 00:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 01:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 02:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 03:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 04:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 05:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 06:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 07:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 08:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 09:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 10:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 11:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 12:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 13:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 14:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 15:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 16:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 17:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 18:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 19:00:00,28.394,28.389,28.398,ridge
PLANT_017,2025-04-25 20:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 21:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 22:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-25 23:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 00:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 01:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 02:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 03:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 04:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 05:00:00,28.394,28.389,28.399,ridge
PLANT_017,2025-04-26 06:00:00,28.393,28.389,28.398,ridge
PLANT_017,2025-04-26 07:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 08:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 09:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 10:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 11:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 12:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 13:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 14:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 15:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 16:00:00,28.394,28.389,28.398,ridge
PLANT_017,2025-04-26 17:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 18:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 19:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 20:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 21:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 22:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-26 23:00:00,28.393,28.388,28.398,ridge
PLANT_017,2025-04-27 00:00:00,28.393,28.388,28.398,ridge
PLANT_027,2025-04-24 01:00:00,43.855,43.84,43.87,ridge
PLANT_027,2025-04-24 02:00:00,44.172,44.157,44.186,ridge
PLANT_027,2025-04-24 03:00:00,43.874,43.859,43.888,ridge
PLANT_027,2025-04-24 04:00:00,44.093,44.078,44.108,ridge
PLANT_027,2025-04-24 05:00:00,44.376,44.361,44.391,ridge
PLANT_027,2025-04-24 06:00:00,44.684,44.669,44.699,ridge
PLANT_027,2025-04-24 07:00:00,44.701,44.686,44.716,ridge
PLANT_027,2025-04-24 08:00:00,44.611,44.597,44.626,ridge
PLANT_027,2025-04-24 09:00:00,44.718,44.704,44.733,ridge
PLANT_027,2025-04-24 10:00:00,44.115,44.101,44.13,ridge
PLANT_027,2025-04-24 11:00:00,44.286,44.271,44.301,ridge
PLANT_027,2025-04-24 12:00:00,43.801,43.786,43.815,ridge
PLANT_027,2025-04-24 13:00:00,43.205,43.19,43.22,ridge
PLANT_027,2025-04-24 14:00:00,43.194,43.179,43.209,ridge
PLANT_027,2025-04-24 15:00:00,42.562,42.548,42.577,ridge
PLANT_027,2025-04-24 16:00:00,41.957,41.942,41.972,ridge
PLANT_027,2025-04-24 17:00:00,41.306,41.291,41.32,ridge
PLANT_027,2025-04-24 18:00:00,41.885,41.87,41.9,ridge
PLANT_027,2025-04-24 19:00:00,42.408,42.393,42.423,ridge
PLANT_027,2025-04-24 20:00:00,43.244,43.229,43.259,ridge
PLANT_027,2025-04-24 21:00:00,44.499,44.484,44.514,ridge
PLANT_027,2025-04-24 22:00:00,45.174,45.159,45.189,ridge
PLANT_027,2025-04-24 23:00:00,47.69,47.675,47.705,ridge
PLANT_027,2025-04-25 00:00:00,51.088,51.073,51.102,ridge
PLANT_027,2025-04-25 01:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 02:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 03:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 04:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 05:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 06:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 07:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 08:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 09:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-25 10:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 11:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 12:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 13:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 14:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 15:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 16:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 17:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 18:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 19:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 20:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 21:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 22:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-25 23:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 00:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 01:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 02:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 03:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 04:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 05:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 06:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 07:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 08:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 09:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 10:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 11:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 12:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 13:00:00,51.087,51.073,51.102,ridge
PLANT_027,2025-04-26 14:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 15:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 16:00:00,51.087,51.072,51.102,ridge
PLANT_027,2025-04-26 17:00:00,51.086,51.072,51.101,ridge
PLANT_027,2025-04-26 18:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-26 19:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-26 20:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-26 21:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-26 22:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-26 23:00:00,51.086,51.071,51.101,ridge
PLANT_027,2025-04-27 00:00:00,51.086,51.071,51.101,ridge
PLANT_029,2025-04-24 01:00:00,39.168,39.16,39.176,ridge
PLANT_029,2025-04-24 02:00:00,39.186,39.178,39.195,ridge
PLANT_029,2025-04-24 03:00:00,39.44,39.432,39.448,ridge
PLANT_029,2025-04-24 04:00:00,39.525,39.517,39.534,ridge
PLANT_029,2025-04-24 05:00:00,39.878,39.869,39.886,ridge
PLANT_029,2025-04-24 06:00:00,40.278,40.269,40.286,ridge
PLANT_029,2025-04-24 07:00:00,40.092,40.084,40.1,ridge
PLANT_029,2025-04-24 08:00:00,40.275,40.267,40.284,ridge
PLANT_029,2025-04-24 09:00:00,40.889,40.88,40.897,ridge
PLANT_029,2025-04-24 10:00:00,41.585,41.577,41.593,ridge
PLANT_029,2025-04-24 11:00:00,41.574,41.566,41.582,ridge
PLANT_029,2025-04-24 12:00:00,41.849,41.841,41.858,ridge
PLANT_029,2025-04-24 13:00:00,42.039,42.031,42.048,ridge
PLANT_029,2025-04-24 14:00:00,41.408,41.4,41.416,ridge
PLANT_029,2025-04-24 15:00:00,42.609,42.6,42.617,ridge
PLANT_029,2025-04-24 16:00:00,43.265,43.257,43.273,ridge
PLANT_029,2025-04-24 17:00:00,43.047,43.039,43.055,ridge
PLANT_029,2025-04-24 18:00:00,44.748,44.74,44.757,ridge
PLANT_029,2025-04-24 19:00:00,44.731,44.723,44.739,ridge
PLANT_029,2025-04-24 20:00:00,46.305,46.297,46.313,ridge
PLANT_029,2025-04-24 21:00:00,45.319,45.311,45.327,ridge
PLANT_029,2025-04-24 22:00:00,44.511,44.502,44.519,ridge
PLANT_029,2025-04-24 23:00:00,43.708,43.7,43.716,ridge
PLANT_029,2025-04-25 00:00:00,37.976,37.968,37.985,ridge
PLANT_029,2025-04-25 01:00:00,37.976,37.968,37.985,ridge
PLANT_029,2025-04-25 02:00:00,37.977,37.969,37.985,ridge
PLANT_029,2025-04-25 03:00:00,37.976,37.968,37.984,ridge
PLANT_029,2025-04-25 04:00:00,37.977,37.968,37.985,ridge
PLANT_029,2025-04-25 05:00:00,37.976,37.968,37.985,ridge
PLANT_029,2025-04-25 06:00:00,37.977,37.969,37.985,ridge
PLANT_029,2025-04-25 07:00:00,37.977,37.968,37.985,ridge
PLANT_029,2025-04-25 08:00:00,37.977,37.969,37.985,ridge
