timestamp,temperature,cloud_cover,wind_speed,wind_direction,irradiance,plant_name
2025-04-24T02:00,26.6,15,11.6,168,0.0,Raichur Wind
2025-04-24T03:00,26.0,15,11.1,173,0.0,Raichur Wind
2025-04-24T04:00,25.7,20,11.0,185,0.0,Raichur Wind
2025-04-24T05:00,25.3,0,8.5,207,0.0,Raichur Wind
2025-04-24T06:00,26.7,1,9.8,166,13.0,Raichur Wind
2025-04-24T07:00,28.5,3,12.1,173,149.0,Raichur Wind
2025-04-24T08:00,31.0,1,10.7,197,370.0,Raichur Wind
2025-04-24T09:00,33.0,48,10.4,217,588.0,Raichur Wind
2025-04-24T10:00,34.5,67,12.2,225,774.0,Raichur Wind
2025-04-24T11:00,35.5,5,11.1,228,905.0,Raichur Wind
2025-04-24T12:00,36.1,23,8.9,225,874.0,Raichur Wind
2025-04-24T13:00,36.4,8,6.4,205,854.0,Raichur Wind
2025-04-24T14:00,36.5,7,5.1,176,804.0,Raichur Wind
2025-04-24T15:00,36.5,49,7.4,151,646.0,Raichur Wind
2025-04-24T16:00,35.8,29,6.7,161,445.0,Raichur Wind
2025-04-24T17:00,34.8,25,1.6,186,235.0,Raichur Wind
2025-04-24T18:00,31.3,35,7.5,134,62.0,Raichur Wind
2025-04-24T19:00,30.4,25,10.8,136,0.0,Raichur Wind
2025-04-24T20:00,29.7,24,11.4,156,0.0,Raichur Wind
2025-04-24T21:00,29.4,10,9.2,159,0.0,Raichur Wind
2025-04-24T22:00,28.4,16,9.5,171,0.0,Raichur Wind
2025-04-24T23:00,28.1,56,10.3,158,0.0,Raichur Wind
2025-04-25T00:00,28.6,85,13.7,159,0.0,Raichur Wind
2025-04-25T01:00,27.7,97,10.1,169,0.0,Raichur Wind
2025-04-25T02:00,27.3,100,10.4,172,0.0,Raichur Wind
2025-04-25T03:00,27.6,92,9.0,206,0.0,Raichur Wind
2025-04-25T04:00,26.8,96,4.8,228,0.0,Raichur Wind
2025-04-25T05:00,26.5,4,4.8,228,0.0,Raichur Wind
2025-04-25T06:00,26.2,13,6.6,197,13.0,Raichur Wind
2025-04-25T07:00,28.2,0,9.6,168,149.0,Raichur Wind
2025-04-25T08:00,30.7,0,12.5,196,376.0,Raichur Wind
2025-04-25T09:00,32.7,0,13.5,199,595.0,Raichur Wind
2025-04-25T10:00,34.3,0,12.7,211,778.0,Raichur Wind
2025-04-25T11:00,35.3,0,9.6,218,908.0,Raichur Wind
2025-04-25T12:00,36.0,15,6.3,211,943.0,Raichur Wind
2025-04-25T13:00,36.3,24,5.4,201,849.0,Raichur Wind
2025-04-25T14:00,36.6,8,3.6,160,790.0,Raichur Wind
2025-04-25T15:00,36.6,18,1.8,180,645.0,Raichur Wind
2025-04-25T16:00,36.2,13,3.3,144,387.0,Raichur Wind
2025-04-25T17:00,34.2,64,5.7,167,220.0,Raichur Wind
2025-04-25T18:00,32.0,100,7.3,259,53.0,Raichur Wind
2025-04-25T19:00,29.7,100,14.5,276,0.0,Raichur Wind
2025-04-25T20:00,28.3,100,3.8,275,0.0,Raichur Wind
2025-04-25T21:00,28.6,100,5.7,229,0.0,Raichur Wind
2025-04-25T22:00,28.6,100,11.8,227,0.0,Raichur Wind
2025-04-25T23:00,28.2,100,9.6,193,0.0,Raichur Wind
2025-04-26T00:00,28.0,100,11.0,190,0.0,Raichur Wind
2025-04-26T01:00,27.5,100,7.4,180,0.0,Raichur Wind
2025-04-26T02:00,27.0,100,8.0,152,0.0,Raichur Wind
2025-04-26T03:00,27.0,100,7.4,157,0.0,Raichur Wind
2025-04-26T04:00,27.0,91,7.4,173,0.0,Raichur Wind
2025-04-26T05:00,26.6,100,4.9,184,0.0,Raichur Wind
2025-04-26T06:00,25.0,46,5.2,207,14.0,Raichur Wind
2025-04-26T07:00,26.7,14,5.2,224,154.0,Raichur Wind
2025-04-26T08:00,29.4,38,6.0,221,377.0,Raichur Wind
2025-04-26T09:00,31.5,20,3.5,255,597.0,Raichur Wind
2025-04-26T10:00,32.8,28,3.1,249,782.0,Raichur Wind
2025-04-26T11:00,33.7,29,2.8,243,895.0,Raichur Wind
2025-04-26T12:00,34.5,79,2.8,220,939.0,Raichur Wind
2025-04-26T13:00,34.9,31,4.5,196,822.0,Raichur Wind
2025-04-26T14:00,35.0,43,6.5,208,765.0,Raichur Wind
2025-04-26T15:00,35.0,12,6.7,174,574.0,Raichur Wind
2025-04-26T16:00,35.3,59,4.4,212,437.0,Raichur Wind
2025-04-26T17:00,33.8,60,3.0,197,221.0,Raichur Wind
2025-04-26T18:00,30.0,15,9.1,172,62.0,Raichur Wind
2025-04-26T19:00,28.9,18,8.7,132,0.0,Raichur Wind
2025-04-26T20:00,27.8,29,7.8,136,0.0,Raichur Wind
2025-04-26T21:00,28.0,4,11.5,129,0.0,Raichur Wind
2025-04-26T22:00,27.7,3,9.4,135,0.0,Raichur Wind
2025-04-26T23:00,27.1,9,7.1,133,0.0,Raichur Wind
2025-04-24T00:00,28.9,0,11.1,228,0.0,Gadag Renewables
2025-04-24T01:00,28.3,10,10.6,251,0.0,Gadag Renewables
2025-04-24T02:00,27.7,1,8.7,253,0.0,Gadag Renewables
2025-04-24T03:00,27.2,1,10.4,255,0.0,Gadag Renewables
2025-04-24T04:00,27.0,0,10.4,244,0.0,Gadag Renewables
2025-04-24T05:00,26.5,0,11.0,228,0.0,Gadag Renewables
2025-04-24T06:00,27.2,1,11.9,229,7.0,Gadag Renewables
2025-04-24T07:00,28.7,21,13.2,235,127.0,Gadag Renewables
2025-04-24T08:00,31.0,33,12.2,244,345.0,Gadag Renewables
2025-04-24T09:00,33.5,22,10.4,250,568.0,Gadag Renewables
2025-04-24T10:00,36.0,10,6.5,256,752.0,Gadag Renewables
2025-04-24T11:00,37.5,14,4.3,246,879.0,Gadag Renewables
2025-04-24T12:00,38.5,11,3.7,227,919.0,Gadag Renewables
2025-04-24T13:00,39.7,22,2.0,185,912.0,Gadag Renewables
2025-04-24T14:00,39.8,23,3.1,118,771.0,Gadag Renewables
2025-04-24T15:00,40.0,33,4.8,103,667.0,Gadag Renewables
2025-04-24T16:00,39.8,13,7.2,109,475.0,Gadag Renewables
2025-04-24T17:00,38.6,45,5.6,45,244.0,Gadag Renewables
2025-04-24T18:00,36.1,32,3.0,33,71.0,Gadag Renewables
2025-04-24T19:00,34.7,36,6.5,352,0.0,Gadag Renewables
2025-04-24T20:00,31.0,45,17.2,316,0.0,Gadag Renewables
2025-04-24T21:00,31.7,26,6.8,273,0.0,Gadag Renewables
2025-04-24T22:00,31.0,38,8.0,290,0.0,Gadag Renewables
2025-04-24T23:00,30.3,5,5.9,293,0.0,Gadag Renewables
2025-04-25T00:00,29.4,12,6.7,290,0.0,Gadag Renewables
2025-04-25T01:00,28.5,21,3.5,255,0.0,Gadag Renewables
2025-04-25T02:00,27.6,24,5.1,184,0.0,Gadag Renewables
2025-04-25T03:00,27.3,0,4.0,210,0.0,Gadag Renewables
2025-04-25T04:00,26.6,24,6.6,249,0.0,Gadag Renewables
2025-04-25T05:00,26.5,7,7.2,264,0.0,Gadag Renewables
2025-04-25T06:00,28.0,0,8.9,243,7.0,Gadag Renewables
2025-04-25T07:00,29.4,0,10.5,251,129.0,Gadag Renewables
2025-04-25T08:00,31.5,0,8.9,263,346.0,Gadag Renewables
2025-04-25T09:00,34.0,3,6.3,288,569.0,Gadag Renewables
2025-04-25T10:00,36.0,19,4.1,326,740.0,Gadag Renewables
2025-04-25T11:00,37.7,11,1.7,311,845.0,Gadag Renewables
2025-04-25T12:00,39.1,24,1.0,158,914.0,Gadag Renewables
2025-04-25T13:00,40.1,88,2.8,130,899.0,Gadag Renewables
2025-04-25T14:00,40.7,98,6.0,97,788.0,Gadag Renewables
2025-04-25T15:00,40.7,88,9.0,84,642.0,Gadag Renewables
2025-04-25T16:00,39.8,96,14.8,95,455.0,Gadag Renewables
2025-04-25T17:00,39.1,97,10.1,92,223.0,Gadag Renewables
2025-04-25T18:00,37.1,43,5.9,117,71.0,Gadag Renewables
2025-04-25T19:00,32.4,66,24.3,299,0.0,Gadag Renewables
2025-04-25T20:00,30.2,34,14.6,279,0.0,Gadag Renewables
2025-04-25T21:00,30.1,9,12.0,310,0.0,Gadag Renewables
2025-04-25T22:00,29.8,9,8.1,321,0.0,Gadag Renewables
2025-04-25T23:00,29.4,5,8.5,336,0.0,Gadag Renewables
2025-04-26T00:00,28.8,12,9.0,330,0.0,Gadag Renewables
2025-04-26T01:00,28.0,64,2.9,266,0.0,Gadag Renewables
2025-04-26T02:00,27.2,76,5.2,202,0.0,Gadag Renewables
2025-04-26T03:00,26.4,80,3.4,212,0.0,Gadag Renewables
2025-04-26T04:00,26.2,3,5.2,224,0.0,Gadag Renewables
2025-04-26T05:00,25.9,9,6.1,236,0.0,Gadag Renewables
2025-04-26T06:00,26.4,96,4.7,266,7.0,Gadag Renewables
2025-04-26T07:00,28.5,80,1.8,276,116.0,Gadag Renewables
2025-04-26T08:00,31.1,62,1.9,139,346.0,Gadag Renewables
2025-04-26T09:00,33.5,27,4.4,109,568.0,Gadag Renewables
2025-04-26T10:00,35.9,7,5.1,96,771.0,Gadag Renewables
2025-04-26T11:00,38.0,21,6.5,103,906.0,Gadag Renewables
2025-04-26T12:00,39.1,17,8.1,108,868.0,Gadag Renewables
2025-04-26T13:00,39.8,16,8.9,104,875.0,Gadag Renewables
2025-04-26T14:00,40.4,37,10.3,103,766.0,Gadag Renewables
2025-04-26T15:00,40.2,40,10.3,105,630.0,Gadag Renewables
2025-04-26T16:00,39.7,50,9.3,122,426.0,Gadag Renewables
2025-04-26T17:00,38.7,99,8.0,152,205.0,Gadag Renewables
2025-04-26T18:00,36.8,71,8.6,79,70.0,Gadag Renewables
2025-04-26T19:00,35.6,57,6.3,92,0.0,Gadag Renewables
2025-04-26T20:00,34.7,37,14.2,61,0.0,Gadag Renewables
2025-04-26T21:00,34.3,22,10.3,19,0.0,Gadag Renewables
2025-04-26T22:00,31.8,42,10.5,33,0.0,Gadag Renewables
2025-04-26T23:00,30.6,100,9.2,310,0.0,Gadag Renewables
2025-04-24T00:00,25.1,91,17.7,260,0.0,Bidar Solar
2025-04-24T01:00,25.0,91,16.2,269,0.0,Bidar Solar
2025-04-24T02:00,24.8,100,13.1,282,0.0,Bidar Solar
2025-04-24T03:00,24.5,25,10.2,277,0.0,Bidar Solar
2025-04-24T04:00,24.2,11,8.3,224,0.0,Bidar Solar
2025-04-24T05:00,23.6,8,10.2,219,0.0,Bidar Solar
2025-04-24T06:00,24.5,65,11.6,222,3.0,Bidar Solar
2025-04-24T07:00,26.0,12,12.0,238,105.0,Bidar Solar
2025-04-24T08:00,28.2,6,10.8,238,314.0,Bidar Solar
2025-04-24T09:00,30.6,2,9.3,234,541.0,Bidar Solar
2025-04-24T10:00,32.7,3,7.7,234,740.0,Bidar Solar
2025-04-24T11:00,34.4,17,6.6,229,866.0,Bidar Solar
2025-04-24T12:00,35.8,20,6.4,218,911.0,Bidar Solar
2025-04-24T13:00,36.3,42,7.2,217,861.0,Bidar Solar
2025-04-24T14:00,36.5,100,7.2,198,686.0,Bidar Solar
2025-04-24T15:00,32.6,100,19.9,277,447.0,Bidar Solar
2025-04-24T16:00,26.7,100,8.9,228,164.0,Bidar Solar
2025-04-24T17:00,27.8,95,12.7,247,64.0,Bidar Solar
2025-04-24T18:00,28.5,100,4.6,228,57.0,Bidar Solar
2025-04-24T19:00,27.7,100,5.2,292,2.0,Bidar Solar
2025-04-24T20:00,27.3,100,6.9,253,0.0,Bidar Solar
2025-04-24T21:00,26.9,100,10.6,244,0.0,Bidar Solar
2025-04-24T22:00,25.8,98,12.2,246,0.0,Bidar Solar
2025-04-24T23:00,25.0,61,11.8,259,0.0,Bidar Solar
2025-04-25T00:00,24.4,19,12.1,273,0.0,Bidar Solar
2025-04-25T01:00,23.9,100,12.3,277,0.0,Bidar Solar
2025-04-25T02:00,24.0,100,12.8,290,0.0,Bidar Solar
2025-04-25T03:00,24.3,90,10.5,297,0.0,Bidar Solar
2025-04-25T04:00,23.6,2,7.8,233,0.0,Bidar Solar
2025-04-25T05:00,23.0,24,9.0,237,0.0,Bidar Solar
2025-04-25T06:00,23.6,13,8.5,232,3.0,Bidar Solar
2025-04-25T07:00,24.9,5,6.5,240,106.0,Bidar Solar
2025-04-25T08:00,27.4,24,5.7,257,327.0,Bidar Solar
2025-04-25T09:00,30.1,56,7.5,259,556.0,Bidar Solar
2025-04-25T10:00,32.4,55,6.5,272,747.0,Bidar Solar
2025-04-25T11:00,34.0,80,3.6,264,884.0,Bidar Solar
2025-04-25T12:00,35.3,59,4.3,242,931.0,Bidar Solar
2025-04-25T13:00,35.8,25,5.9,235,908.0,Bidar Solar
2025-04-25T14:00,36.4,62,7.8,222,831.0,Bidar Solar
2025-04-25T15:00,34.3,100,12.6,335,619.0,Bidar Solar
2025-04-25T16:00,26.0,100,10.7,217,150.0,Bidar Solar
2025-04-25T17:00,27.0,99,8.0,310,64.0,Bidar Solar
2025-04-25T18:00,26.6,100,1.9,17,27.0,Bidar Solar
2025-04-25T19:00,26.3,99,2.6,12,1.0,Bidar Solar
2025-04-25T20:00,25.0,100,10.6,212,0.0,Bidar Solar
2025-04-25T21:00,24.9,100,4.8,245,0.0,Bidar Solar
2025-04-25T22:00,24.5,98,10.7,240,0.0,Bidar Solar
2025-04-25T23:00,24.0,61,10.7,258,0.0,Bidar Solar
2025-04-26T00:00,23.7,8,11.0,268,0.0,Bidar Solar
2025-04-26T01:00,23.6,8,8.8,272,0.0,Bidar Solar
2025-04-26T02:00,23.2,1,7.5,280,0.0,Bidar Solar
2025-04-26T03:00,22.9,24,6.2,280,0.0,Bidar Solar
2025-04-26T04:00,22.7,85,7.9,250,0.0,Bidar Solar
2025-04-26T05:00,22.5,100,8.8,250,0.0,Bidar Solar
2025-04-26T06:00,22.5,75,4.3,225,3.0,Bidar Solar
2025-04-26T07:00,24.1,94,2.5,274,95.0,Bidar Solar
2025-04-26T08:00,27.5,18,2.8,342,323.0,Bidar Solar
2025-04-26T09:00,30.6,25,3.6,57,559.0,Bidar Solar
2025-04-26T10:00,33.2,5,6.3,103,752.0,Bidar Solar
2025-04-26T11:00,34.7,4,5.9,117,893.0,Bidar Solar
2025-04-26T12:00,35.8,23,5.1,138,958.0,Bidar Solar
2025-04-26T13:00,36.2,48,6.2,150,907.0,Bidar Solar
2025-04-26T14:00,36.4,48,7.8,154,802.0,Bidar Solar
2025-04-26T15:00,35.0,100,9.0,250,581.0,Bidar Solar
2025-04-26T16:00,27.8,100,18.5,240,253.0,Bidar Solar
2025-04-26T17:00,29.0,95,9.0,285,105.0,Bidar Solar
2025-04-26T18:00,29.2,55,16.5,254,83.0,Bidar Solar
2025-04-26T19:00,28.4,11,17.3,274,2.0,Bidar Solar
2025-04-26T20:00,27.1,7,13.9,259,0.0,Bidar Solar
2025-04-26T21:00,26.1,24,12.0,261,0.0,Bidar Solar
2025-04-26T22:00,25.5,42,10.6,256,0.0,Bidar Solar
2025-04-26T23:00,25.0,41,11.4,258,0.0,Bidar Solar
2025-04-24T00:00,27.7,0,9.4,179,0.0,Ballari Wind
2025-04-24T01:00,26.9,0,9.6,221,0.0,Ballari Wind
2025-04-24T02:00,25.6,39,6.2,201,0.0,Ballari Wind
2025-04-24T03:00,24.9,90,5.6,195,0.0,Ballari Wind
2025-04-24T04:00,24.4,82,5.8,189,0.0,Ballari Wind
2025-04-24T05:00,24.0,77,6.5,185,0.0,Ballari Wind
2025-04-24T06:00,26.0,87,7.4,186,10.0,Ballari Wind
2025-04-24T07:00,28.0,94,6.5,231,150.0,Ballari Wind
2025-04-24T08:00,30.0,95,8.8,266,379.0,Ballari Wind
2025-04-24T09:00,32.1,95,8.8,289,606.0,Ballari Wind
2025-04-24T10:00,34.3,16,7.0,299,794.0,Ballari Wind
2025-04-24T11:00,36.1,26,4.6,329,886.0,Ballari Wind
2025-04-24T12:00,37.8,21,7.0,360,897.0,Ballari Wind
2025-04-24T13:00,39.2,23,11.7,25,916.0,Ballari Wind
2025-04-24T14:00,39.3,33,14.0,45,785.0,Ballari Wind
2025-04-24T15:00,39.6,21,11.7,29,659.0,Ballari Wind
2025-04-24T16:00,39.5,14,11.2,46,474.0,Ballari Wind
2025-04-24T17:00,38.3,9,13.1,78,269.0,Ballari Wind
2025-04-24T18:00,35.1,2,9.6,40,70.0,Ballari Wind
2025-04-24T19:00,32.7,5,6.4,61,0.0,Ballari Wind
2025-04-24T20:00,31.7,3,7.3,106,0.0,Ballari Wind
2025-04-24T21:00,31.5,3,10.4,100,0.0,Ballari Wind
2025-04-24T22:00,30.6,2,11.1,117,0.0,Ballari Wind
2025-04-24T23:00,29.7,1,12.6,123,0.0,Ballari Wind
2025-04-25T00:00,28.9,0,14.1,125,0.0,Ballari Wind
2025-04-25T01:00,28.0,0,13.6,139,0.0,Ballari Wind
2025-04-25T02:00,26.8,0,9.5,166,0.0,Ballari Wind
2025-04-25T03:00,25.7,0,7.7,208,0.0,Ballari Wind
2025-04-25T04:00,25.1,0,8.1,183,0.0,Ballari Wind
2025-04-25T05:00,25.2,0,10.3,179,0.0,Ballari Wind
2025-04-25T06:00,26.5,0,9.2,173,10.0,Ballari Wind
2025-04-25T07:00,28.5,0,10.0,187,153.0,Ballari Wind
2025-04-25T08:00,30.9,0,10.0,210,384.0,Ballari Wind
2025-04-25T09:00,33.2,85,8.9,228,612.0,Ballari Wind
2025-04-25T10:00,35.1,99,5.7,242,801.0,Ballari Wind
2025-04-25T11:00,36.8,98,3.4,288,884.0,Ballari Wind
2025-04-25T12:00,38.2,30,4.2,353,807.0,Ballari Wind
2025-04-25T13:00,39.8,14,8.8,64,899.0,Ballari Wind
2025-04-25T14:00,40.0,32,14.1,87,830.0,Ballari Wind
2025-04-25T15:00,39.9,27,15.7,99,682.0,Ballari Wind
2025-04-25T16:00,39.0,10,16.9,101,466.0,Ballari Wind
2025-04-25T17:00,37.9,3,15.2,107,258.0,Ballari Wind
2025-04-25T18:00,35.5,77,9.9,122,68.0,Ballari Wind
2025-04-25T19:00,33.3,91,7.4,131,0.0,Ballari Wind
2025-04-25T20:00,32.2,22,4.5,106,0.0,Ballari Wind
2025-04-25T21:00,30.8,1,5.6,119,0.0,Ballari Wind
2025-04-25T22:00,29.9,0,9.1,139,0.0,Ballari Wind
2025-04-25T23:00,28.5,0,7.1,150,0.0,Ballari Wind
2025-04-26T00:00,27.8,0,6.5,150,0.0,Ballari Wind
2025-04-26T01:00,27.0,0,5.7,189,0.0,Ballari Wind
2025-04-26T02:00,26.6,0,6.1,182,0.0,Ballari Wind
2025-04-26T03:00,25.9,0,5.9,207,0.0,Ballari Wind
2025-04-26T04:00,25.4,36,5.5,193,0.0,Ballari Wind
2025-04-26T05:00,24.9,0,7.4,193,0.0,Ballari Wind
2025-04-26T06:00,26.6,46,7.8,199,11.0,Ballari Wind
2025-04-26T07:00,28.7,53,10.1,204,151.0,Ballari Wind
2025-04-26T08:00,31.0,55,9.9,213,382.0,Ballari Wind
2025-04-26T09:00,33.4,5,7.9,219,609.0,Ballari Wind
2025-04-26T10:00,35.5,26,3.9,223,803.0,Ballari Wind
2025-04-26T11:00,37.1,11,1.7,139,846.0,Ballari Wind
2025-04-26T12:00,38.8,6,6.8,102,931.0,Ballari Wind
2025-04-26T13:00,39.5,61,13.7,99,937.0,Ballari Wind
2025-04-26T14:00,39.0,100,15.8,97,744.0,Ballari Wind
2025-04-26T15:00,39.1,95,14.3,96,628.0,Ballari Wind
2025-04-26T16:00,38.8,98,13.7,100,443.0,Ballari Wind
2025-04-26T17:00,37.7,88,16.9,93,260.0,Ballari Wind
2025-04-26T18:00,35.7,33,12.3,72,64.0,Ballari Wind
2025-04-26T19:00,33.2,23,6.0,99,0.0,Ballari Wind
2025-04-26T20:00,32.2,29,12.2,142,0.0,Ballari Wind
2025-04-26T21:00,31.3,10,16.2,148,0.0,Ballari Wind
2025-04-26T22:00,30.5,1,13.3,147,0.0,Ballari Wind
2025-04-26T23:00,29.7,3,12.2,153,0.0,Ballari Wind
2025-04-24T00:00,25.9,16,11.9,232,0.0,Tumakuru Solar
2025-04-24T01:00,25.2,46,12.7,227,0.0,Tumakuru Solar
2025-04-24T02:00,25.0,76,13.6,240,0.0,Tumakuru Solar
2025-04-24T03:00,25.0,100,13.4,248,0.0,Tumakuru Solar
2025-04-24T04:00,25.3,100,13.5,262,0.0,Tumakuru Solar
2025-04-24T05:00,25.5,100,13.1,262,0.0,Tumakuru Solar
2025-04-24T06:00,26.1,69,12.5,258,4.0,Tumakuru Solar
2025-04-24T07:00,27.0,15,12.3,263,96.0,Tumakuru Solar
2025-04-24T08:00,29.0,12,12.1,266,323.0,Tumakuru Solar
2025-04-24T09:00,30.7,3,9.7,266,555.0,Tumakuru Solar
2025-04-24T10:00,32.7,7,7.9,270,761.0,Tumakuru Solar
2025-04-24T11:00,34.4,10,5.9,268,865.0,Tumakuru Solar
2025-04-24T12:00,35.7,8,3.8,239,952.0,Tumakuru Solar
2025-04-24T13:00,36.3,16,4.1,195,895.0,Tumakuru Solar
2025-04-24T14:00,36.7,11,4.7,176,784.0,Tumakuru Solar
2025-04-24T15:00,36.7,14,5.2,149,660.0,Tumakuru Solar
2025-04-24T16:00,36.7,9,5.2,149,479.0,Tumakuru Solar
2025-04-24T17:00,35.9,19,8.3,180,271.0,Tumakuru Solar
2025-04-24T18:00,33.2,18,7.2,219,75.0,Tumakuru Solar
2025-04-24T19:00,30.9,27,12.9,255,1.0,Tumakuru Solar
2025-04-24T20:00,29.6,21,12.8,284,0.0,Tumakuru Solar
2025-04-24T21:00,28.4,6,13.9,291,0.0,Tumakuru Solar
2025-04-24T22:00,27.8,1,10.4,281,0.0,Tumakuru Solar
2025-04-24T23:00,27.2,0,12.2,279,0.0,Tumakuru Solar
2025-04-25T00:00,26.6,0,8.3,281,0.0,Tumakuru Solar
2025-04-25T01:00,25.7,0,6.2,226,0.0,Tumakuru Solar
2025-04-25T02:00,25.1,0,8.9,230,0.0,Tumakuru Solar
2025-04-25T03:00,24.5,4,10.8,234,0.0,Tumakuru Solar
2025-04-25T04:00,24.1,83,11.8,232,0.0,Tumakuru Solar
2025-04-25T05:00,24.5,100,12.9,240,0.0,Tumakuru Solar
2025-04-25T06:00,25.4,35,13.2,258,4.0,Tumakuru Solar
2025-04-25T07:00,26.2,32,11.0,280,77.0,Tumakuru Solar
2025-04-25T08:00,28.1,38,9.5,302,307.0,Tumakuru Solar
